user_name,user_location,user_description,user_verified,date,text,hashtags,source
Becky Harris Cowley,Ewell,Mostly fuelled by Marmite and anger...#wearadamnmask,False,2021-08-18 07:57:09,"@FrankCa61648721 @LozzaFox It’s a completely false equivalence but no, stopping everyone in London and asking if they ahve a vaccine passport would also be a huge waste of resources and breed resentment.",,Twitter for iPad
𝑀𝓇 𝒹𝑒𝓇𝐹 👨🏼‍🤝‍👨🏽🐶|😷 + 🧬💉 = 😀|🏳️‍🌈,Syilx tmixʷ Territory ,Living life with my hubby & the pup. Pro-Vaxxar 💉 Indigenous #Libtard 🤪. He/Him. #YLW #Neurofibromatosis #Pride #IstandwithTrudeau #voteLPC🇨🇦,False,2021-08-18 07:55:40,"@stevejackson209 @wrychrd @esiemens @Dfildebrandt I was responding to the person who said that they would burn their vaccine passport. Steve, I know and you know and most informed people would know, that a vaccine passport would be digital and can’t be physically burned. Some people like to play on the ignorance of others.",,Twitter for iPad
Steve Wigg,,"Rhodesian born and raised, now on The Wirral, UK. Play cornet with Allerton Brass when we can. Love to draw and paint. I don’t do DM. Views my own",False,2021-08-18 07:54:57,@nickelsgb I thought that as well. They will refuse the AZ just because it’s the done thing. We can get their local MP to ask them to show their  vaccine passport,,Twitter for iPad
john knox,,,False,2021-08-18 07:54:33,@free_brit_ain After everything I’ve seen this passed year and a half i think people will just keep doing whatever they’re told just so as to have a holiday or to get a covid passport-crazy,,Twitter for iPhone
Katie 🌸😊,United Kingdom,Always ask questions. #ProChoice #FullyInformedConsent,False,2021-08-18 07:51:23,"‘It’s a little remarked feature of the President’s crackdown that the one group he will depend on to enforce his new law has been specifically excluded from complying with it. The police’ 

https://t.co/WViotFzRPR via @spectator",,Twitter for iPhone
Stan Franks,,As much fun as possibel,False,2021-08-18 07:48:00,@Simon_S70 Ironic isn't it. I will have to show a vaccine passport to book a theatre show ticket unlike Afghans being allowed to stay in the UK without any ID at all !!.,,Twitter Web App
"Martin,💃💃💃","manchester,england,wythenshawe","Pisces,(im misunderstood),bad sense of humour, spirit world, rock music.I like to care.its in my nature.6 grown up kids,who think im dead old,💃💃💃",False,2021-08-18 07:47:50,"So you need a vaccine passport for pubs n clubs,but not to get in the country,🤔….#gmb",['gmb'],Twitter for iPhone
Jamie Powell,London,"Occasional bass player, ex-antique salesman, and reporter @FTAlphaville",False,2021-08-18 07:45:37,@naomi_rovnick getting there is fine -- just some forms + vaccine passport. way back is bad -- pcr tests at both ends.,,Twitter Web App
Veena,,"#LovesJesus #Believer
 #DesignThinker who likes Digital Marketing and Web Strategies. Passion #creativity & #innovation [ RT not Endorsement]",False,2021-08-18 07:45:03,Vaccine Passport &amp; Privacy: India must issue protocol outlining role and functions of vaccine certificate https://t.co/17Cnsy6F5D via @ET_Government,,Twitter Web App
Ezekiel Stone,Sin City,"Gay4Pay
Alpha-Dom
Venmo Same As My Handle
CashApp $SinCitySativa
Sub To My JFF For Exclusive Content
My Main Squeeze Is @KattLowden",False,2021-08-18 07:44:47,"It's crazy how people just blindly follow along with this shit. If showing ID to vote is racist then so is showing ID &amp; a vaccine passport. People fold so easy nowadays. If you stand for nothing, you'll fall for anything. A lot of people falling lately. https://t.co/IRFlcjspfN",,Twitter for Android
ⓗathorjack,Your mums,"$HTR maxi

#Ivermectin could end the pandemic #FollowTheSilence

Dude/Bro",False,2021-08-18 07:44:24,@Happyinthehague @crissiesgirl @chris_hodson @Ebrolly1 The green pass aka the European vaccine passport. At first they just had room for one future booster then they updated the it to what's shown on the screenshot😑,,Twitter Web App
Modern Tosspot,,"Got strafed from my other account(s) Narhal Bloke, Grandnes, ObiWanCorbyni in a past life",False,2021-08-18 07:42:32,"Translation:

Meanwhile, I'm gonna have to show my ID* and vaccine passport* to go to a football match* in my own country*

* I’ve washed under my foreskin
* Taken the poppers
* To see Blaze McCavity
* SoHo’s second best pegging dungeon https://t.co/EgqMSLYKYz",,Twitter for iPhone
BusinessTech,Gauteng,BusinessTech serves the South African business technology community with news and discussions.,True,2021-08-18 07:38:15,South Africa wants to introduce a vaccine passport - but there's a catch https://t.co/KQaFGTxVsF,,BusinessTech post to Twitter
frankinNOcense,Far North Queensland,Just riding my bike around the back to avoid #LNP©ûñts. #EndMisogyny #climateemergency #Townsville #Greens,False,2021-08-18 07:37:54,"@LynGrah77334182 Ask yourself. How would I feel being stopped at every opportunity by cops asking you for id, vaccine passport and papers about why you're there and not at home. Sure, you've for nothing to hide. None of us do, but that is not a society I'd live in.",,Twitter for Android
Cıarannn!🤘🏻,"England, United Kingdom",⚽️🤘🏻🏋🏻‍♂️🏴󠁧󠁢󠁥󠁮󠁧󠁿,False,2021-08-18 07:36:15,"@TheJonesysALAW @BorisJohnson Although I would agree with you, I don’t think the ‘Vaccine passport’ will go ahead, for nightclubs, sporting events etc… but we will see.",,Twitter for iPhone
Tio,,I work hard so that I can afford to be lazy.,False,2021-08-18 07:36:12,"They let these scum in without a passport while you'll need to show a vaccine passport just to watch a movie in your own country. 

https://t.co/u1xRJHaEz2",,Twitter Web App
Nick Ayerst,UK,,False,2021-08-18 07:36:04,"@Pineapp95843980 @JamesMelville It’s double vaxxed, and that is linked to Covid passport, speak to any health professional and they are planning 3rd jabs and talk of seasonal along with flu. No one is fully vaccinated.",,Twitter for iPhone
Laurence Miall,Edmonton; Montreal ,Edmontonian. Montrealer. Former Brit. Author of BLIND SPOT @NeWestPress. Here for socialist thought & all things literary. Repped by @AEAkinwumi.,False,2021-08-18 07:35:41,"I have been in French territory for 11 minutes and was asked for my ""pass sanitaire"" so that I could drink my coffee in a sit-down café. I showed my proof of vaccination from Alberta and... aucun problème!",,Twitter for Android
Midnattsfrost,Sweden,Biology teacher🧬 Yoga and animal -lover 🐝🐶,False,2021-08-18 07:35:26,@MartinKulldorff And yet we have people who really would like if we too force people to get the jab and establish vaccine passport.,,Twitter for iPhone
Maizy Daizy 🌼,UK,,False,2021-08-18 07:35:17,"@RobinWo25478981 @crabapple66 The numbers mainly. 

Deaths rise after they start jabbing in every country.

The jabs don't work....still have cases, still have deaths.

The boosters starting already.

...and the exemption added to the Covid Pass.... like the mask exemption.

Logic says...this is all a con.",,Twitter Web App
Dan Bartell 🇺🇲,"Denver, CO",If you could look into my soul you'd see me flipping @JoeManchinWV off...,False,2021-08-18 07:34:50,"Breakthrough cases are estimated at ~1-5%. In the UK, ~11% of people are unvaccinated, and around 30% in the US. So if you're in a pub that doesn't require a vaccine passport, your chances of running into someone infectious is 2-11x higher in the UK, and 6-30x in the US. https://t.co/rI7bc3oPDQ",,Twitter for Android
Jennifer Thomas,"Pune,India",Living one day at a time.,False,2021-08-18 07:33:26,Does anyone know how to convert the Covishield vaccination certificate obtained in India to the Health Pass in France? Looking for answers but can't find any! @gouvernementFR @TousAntiCovid @IndiaembFrance #covishield #Passanitaire,,Twitter Web App
Calvin Brewer,"Brockenhurst, New Forest, UK","Dad of two, ex RMP British Army,....love arts, guitar, gaming, writing, Sci-fi, world building, woodwork, being a dad.",False,2021-08-18 07:32:03,@PrisonPlanet Oh to only have to worry about showing ID and a vaccine passport to get into a football match. What an absolute weapon! 🙄 #firstworldproblems,,Twitter for Android
LMB,,,False,2021-08-18 07:29:30,French town leads charge refusing to implement plan… https://t.co/rKbiIVa7UX,,Twitter for iPhone
Dan-Dan,,"Tottenham till they kill me #COYS, throw in a bit of boxing and that’s me",False,2021-08-18 07:29:18,"@NabilJ90 You’re meant to have proof of a negative test by the NHS app (which generates a Covid pass). In fairness you don’t even actually have to do the LFT test (I’m sure no one doesn’t do them) you just register the QR code through the app and click negative. 
Mine wasn’t checked",,Twitter for iPhone
Nathan Richardson,Newcastle,BRITISH. Long Term Vegan - Short Term Thinker. I Stand With Palestine - These Views are My Own. Sunderland AFC,False,2021-08-18 07:28:53,"@pritipatel Why do we need a Vaccine Passport soon but you’ll allow 20,000 in without passports or any ID",,Twitter for iPhone
Jamie 🌸,,,False,2021-08-18 07:27:42,@JamesMelville A vaccine passport is NOT freedom. It is just the start of a slippery slope.,,Twitter for iPhone
lisa keeble 😊,1984,"Author of ‘From His Perspective’ & 'The Gods at Number 23' - ""I laughed till I cried"" & ""Hilarious!"" https://t.co/Bg7vCkzUZy #writingcommunity #KBF Parler lisakeeble007",False,2021-08-18 07:27:23,"@HJLHHH Without a vaccine passport, in France, I am not allowed to have a social life basically",,Twitter Web App
Tony in Hawaii,Kailua-kona,,False,2021-08-18 07:26:49,@Dfildebrandt Good luck getting into Europe! Tell them you burnt your vaccine passport,,Twitter for iPhone
𝘼𝙇𝙑𝙄𝙉 𝙏𝘼𝙉 陈杰毅,"Los Angeles, CA","Adult film actor #为国争光 🇲🇾  |

Crypto trader $BTC $ETH |

SaaS founder (#Python + #Javascript) |

@AMWFHeaven",False,2021-08-18 07:26:33,"@tiotheo01 Anyone deemed a ""public health risk"" lol.

Anyone whose vaccine passport isn't up to date with the latest booster shot.

Anti-maskers, anti-lockdowners.",,Twitter for Android
death! at the empire!,,"they/them. communist. ml. nb woman/bi. 23. Slav. Smrt fašizmu, sloboda narodu! minors DNI! I post about music and DS9.",False,2021-08-18 07:25:39,Escaping the Vaccine Passport Castle https://t.co/mhwbIesuNJ,,Twitter for Android
Mathew Beattie,,,False,2021-08-18 07:25:35,"Vaccinated - still get covid + pass it on
Not vaccinated - still get covid + pass it on?
How can vaccine passports be a thing? It’s about control rather than public health let the population build an immunity… 
If this happens it is purely to push more to get vaccinated! https://t.co/IvQo1hGrhW",,Twitter for iPhone
Maria 🐨,Blue Planet ~ Darug Country,"Fitness and Life Coach, Animal Lover, Multicultural Australian 🏳️‍🌈",False,2021-08-18 07:20:58,"@CaseyBriggs And if you don't have a MyGov account? does that mean my Pfizer vaccine doesn't count in the total? 
#COVID19nsw 
#CovidVaccines 
My request is to add covid passport to @ServiceNSW under credentials please @GladysB @NSWHealth @NSWCHO. 
@MinnsChris @pruecar (my MP).",,Twitter Web App
🦔 centralbonkers,,,False,2021-08-18 07:19:18,Taliban are getting more widespread and positive coverage on the State Broadcaster than anti vaccine passport protests 🤣🤣🤣,,Twitter for iPhone
Rule Nisi,"Rooiels Bay, South Africa","Aut viam inveniam aut faciam.-
Nolite te bastardes carborundorum, bitches",False,2021-08-18 07:18:48,@Vusi___ @TimesLIVE You must have heard by now.. Vaccine pass fraud.. 😂😂😂.. Still opening up a stadium. Have people come with fraudulent passports.. Hmmmm your idea sounds - sound,,Twitter for Android
ZW,United Kingdom,"@stephanietxo ❤️, @htafc ⚽️ @yorkshireccc 🏏 @steelershockey🏒 Conservative Member 🇬🇧",False,2021-08-18 07:18:45,But I can’t go to a footy game without a covid passport. Country’s on its arse. https://t.co/WhFtnAwpVI,,Twitter for iPhone
dissin - Human 1.0,ctraya Sunt !  ,Vaxxine P@ssport = social credit score system in disguise. convid.,False,2021-08-18 07:18:36,"@Carol105Baker @GirlRicho If you heard it, then watch for transmissions using cash 

New cases.
Calls to limit cash and phase out once vaccine passport is ready",,Twitter for Android
Ivor Powell 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🌎🏴‍☠️,Staffordshire Cheshire border,"“Life shrinks or expands in proportion to one’s courage.”
— Anais Nin, The Diary of Anais Nin, volume 3, 1939-1944",False,2021-08-18 07:17:15,"Ste Bourne
No Covid passport or I D required if you travel from Afghanistan.
But from next month anyone wishing to go to nightclubs will have to show a Covid passport to get in.
And there are some who still trust the clowns in Parliament.",,Twitter Web App
WOOF?? 🇨🇦,Yeg,"it’s not in your best interest to follow me           NO DMs, NO LISTS",False,2021-08-18 07:16:08,@Doglover2011_ @wrychrd @esiemens @Dfildebrandt Are you sure you’re responding to the right person because I never said I was going to burn my vaccine passport,,Twitter for iPhone
PReteyZee98,Brimbank,"Hey! i'm 23 from Melbourne 🇦🇺 , i have Autism, Intellectual disability, OCD.  NPD/BPD traits.  love sports, politics

Anti ALP/LNP

Fully Vaxxd. Opinionated.",False,2021-08-18 07:12:28,@CaseyBriggs @chrisjoregan Will it affect my vaccine passport,,Twitter Web App
Angie Tingas,"Toronto, Ontario, Canada","Toronto born and raised, parent, wife, citizen who wants to fix her city, help her ward (30) that I live, work,and play in... it's only fair!",False,2021-08-18 07:10:16,Hey does anyone want to check on @JustinTrudeau... he may have choked on his saliva with this news. Hahahha. He liked that the Liberals wanted to push vaccine passport mandates and they lost 14 seats. https://t.co/ZOFWaLRxlO,,Twitter for Android
Simo,,,False,2021-08-18 07:09:55,@CryptoOccupy They are waiting for the vaccine passport,,Twitter for iPhone
Gabble Ratchet,"Look up, in the sky!","I've been so far from here, far from your loving arms. It's good to feel you again. It's been a long long time-such a long long time. Hasn't it?",False,2021-08-18 07:08:33,"@RadioFreeTom I like @POTUS  and I support him on virtually everything he's done except not having a vaccine ""passport,"" which even my Trump voting dad is for, and Afghanistan and this ""shitshow"" was very predictable. Vets have been warning about this on MSNBC and CNN for at least a month.",,Twitter for iPhone
lostitboy,"San Diego, CA","Love to listen to music, love to play, love Serato and still learning how to use it.",False,2021-08-18 07:07:32,"@JBLemoyne @FranceinLA @francediplo @FR_Consulaire @atout_france @DGEntreprises @Elysee @gouvernementFR @Sante_Gouv @Interieur_Gouv Merci, we arrived in Paris so how could we check if they were able to convert our CDC vaccine information to use with the pass sanitaire",,Twitter for iPhone
Robert Geller,"Austin, TX",,False,2021-08-18 07:07:19,"I am sincerely concerned for a relative in NYC who has not yet been vaccinated, but with the vaccine passport, there is a ~ 60% chance they will soon be forced to get this experimental injection.

The problem with authoritarianism is that it works. https://t.co/75uroyTe9J",,Twitter Web App
Toxic Factuality,,Then what should we work for? Only this: proper understanding; unselfish action; truthful speech. ~ Marcus Aurelius. Vaccinated from stupidity.,False,2021-08-18 07:07:03,"Having a vaccine passport doesn't make you SAFE to others. At least 20 out of 100 people who are vaccinated will get COVID symptoms and will be infectious and we can't tell by just looking at them who they are. The only way others can be ""safe"" is to get vaccinated themselves.",,Twitter Web App
Slaven O,,"IMHO, Non/PC",False,2021-08-18 07:06:05,"@RickABright problem is that vaccination and ""vaccine passport"" is viewed as ultimate solution despite the fact that vaccinated people can be carriers and spreaders. Without mandatory testing at least at the borders we're just enabling the virus to spread and mutate.",,Twitter Web App
Garagefli,,"Songwriter Of Sorts/Dj’ing

Garagefli On:
Youtube: https://t.co/XdOuz780yJ
Mixcloud: https://t.co/9FTKeBoawC",False,2021-08-18 07:05:37,@crabapple66 I have no doubts. I don’t want to live a life locked into some freaky health pass where I’ll I’ve to take a shot every time some chump decides. Not for me. Anyone who thinks that’s normal is the mad one.,,Twitter Web App
Anne,United States,"Things i want to do in 20s ; #soloBackpack , #camping , #moneyManagement , #financialFreedom",False,2021-08-18 07:03:18,"Some parts of Spain require are now requiring individuals to show that they have been vaccinated or have tested negative for COVID-19 before entering cafes, bars and restaurants. https://t.co/w2eK4xM3HS #ttot #rtw #travel #LP #lonelyplanet #tbex",,IFTTT
weneedourfreedomback,"Scotland, United Kingdom",,False,2021-08-18 07:03:16,"A vaccinated person can still get Covid (but are likely to have reduced symptoms because of the vaccine) therefore they are most likely to be the ""asymptomatic spreaders"". So therefore, a vaccine passport makes absolutely no sense.
#NoVaccinePassports",,Twitter Web App
Keith Cronin,"Ohio, USA",Father. Husband. Momentum Day and Swing Trader. Master Learner. Integrity,False,2021-08-18 07:01:31,@leadlagreport Can't ever go to Ireland until I can eat without a vaccine passport.,,Twitter Web App
Ski BTC,world,"Bitcoin:  Free The Market, Free The World.",False,2021-08-18 07:01:26,Photo ID Suddenly No Longer Racist to Dems as NYC Mayor Begins Requiring Them and Vaccinations to Move Freely https://t.co/wdriaYjmN0,,Twitter Web App
Hardel Marion,Budapest,French living in Hungary.,False,2021-08-18 07:01:01,@CookeLeighton Yes... Some supermarket now don't allow to enter without this fucking health pass..,,Twitter for Android
CTV Ottawa,"Ottawa, Ontario","CTV News Ottawa your home for live, local, breaking news any time.  Send us your news tip: ottawanews@ctv.ca",True,2021-08-18 07:00:01,Organizers of the Gatineau Hot Air Balloon Festival say they will be checking the vaccination status of visitors through Quebec's vaccine passport system.  https://t.co/XOIYo5l7jg,,True Anthem
Keen Eddie,,,False,2021-08-18 06:58:37,@IOL @Robinfield19 It’s sounds like the start of a vaccine passport. How else will you be able to tell ?,,Twitter for iPhone
Politicore,"New York, NY",Another lawyer — GULC ‘(redacted). Follow for Politics / Law / History info & analysis.,False,2021-08-18 06:58:27,"@Matthew73049020 @JaclynPerkins19 @NYCMayor What a dumb comment. 1st, you’ve tacitly acknowledged that NYC’s vaccine passport is not a mandate. 2nd, this isn’t a matter of debate—the Supreme Court has already ruled on this. 3rd, cities won’t go to the trouble of enforcing a mandate if they can compel vaccination w/o one.",,Twitter for iPhone
Peter Garber MD,"Toronto, Ontario",Recently released from Twitter jail.,False,2021-08-18 06:55:31,"#GregAbbott “I got Covid, pass it on”.",['GregAbbott'],Twitter for iPhone
Peter Garber MD,"Toronto, Ontario",Recently released from Twitter jail.,False,2021-08-18 06:54:47,"@SawyerHackett Gov. Abbott: “I got Covid, pass it on”.",,Twitter for iPhone
James Melville 🌸,United Kingdom,Made in Fife. Communications and Sponsorship Consultant. Freelance writer and political pundit. Liberal. Haverings are my own. james@eastpointswest.co.uk,True,2021-08-18 06:54:30,"A vaccinated person can still get Covid (but are likely to have reduced symptoms because of the vaccine). But they can still potentially transmit the virus. So therefore, a vaccine passport makes absolutely no sense.
#NoVaccinePassports",,Twitter for iPhone
BB,,,False,2021-08-18 06:53:30,@oasismania_uk Anyone heard what it was like getting in? Where they strict with the covid pass ?,,Twitter for iPhone
Sean Alway,,,False,2021-08-18 06:53:16,@genesimmons @HideoutLV Do we need a little vaccine passport to get in? Do you want us microchipped too,,Twitter Web App
Legislature Bot,,,False,2021-08-18 06:52:48,"Vaccine Passport and Voter ID Harmonization Act
Read twice and referred to the Committee on Rules and Administration.
https://t.co/HPf8QDRnhG",,Legislative Process
Oti Goodhind,,architect and artist... London & Barcelona,False,2021-08-18 06:52:46,"Italy,Rome. Musei Capitolini yesterday… beware… they check Covid pass thoroughly. Kids over 11 are asked for current antigen test. We had to find pharmacy in Corso to do fast antigen test ( 15€) which we can use today for Vatican. Pass is required in all museums and CHECKED",,Twitter for iPhone
Irene Petersen 💙,UCL,Professor of Epidemiology and Health Informatics,False,2021-08-18 06:50:49,"This includes test and isolation of infectious individuals, face masks, ventilations, flexible working and covid pass.",,Twitter for Android
Justin wheeler,"Cork, Ireland",Brand Ambassador - Designer | Sign Maker | I love to Print | Stuck on You. Straight Shooter.,False,2021-08-18 06:50:27,"@IOL The whole of Europe is introducing the vaccine passport , fully vaccinated you can dine in doors . Go to festivals travel . I think it’s going to be a worldwide thing",,Twitter for iPhone
Reg Nansen,"Melbourne, Australia","Opinionated. Gardener. Treehugger.
Health Freedom. No censorship.",False,2021-08-18 06:48:29,Einstein is not needed to know that the vaccine passport (not covid pass) will allow mandates for any and all 'new' vaccines that are on the menu. https://t.co/OalVgI2lqo,,Twitter Web App
unityblue 😷✌️👨‍💻🚵🏻‍♂️⛷️🇨🇦🌏🇪🇺,Ktunaxa land ~Kootenays BC🇨🇦,LCA ESG engr • efficiency⚡️eco strategy • 📋bldg sys~2008 • biomed R&D • R CEV vax~2018 • event📷ops • my tweets ≠ advice • born~333ppm • he/his • settler • dad,False,2021-08-18 06:47:38,"In response to the level of discourse of why we must prove we're not murderous anti-economy/culture bio terrorists

""I am vaccinated. If issued with a vaccine passport, I will burn it. 

I made a choice. Not a submission""

Well said @CdnSkyDiva!

#STEM #VaccinePassport #WearAMask https://t.co/J8IT7MSdzk",,Twitter Web App
jasongs,,"Tech enthusiast, developer, architect, geek, programmer, owner of https://t.co/FRLQkkRbLr, @duckeggdigital, dad",False,2021-08-18 06:45:57,How is it working? Serious question. I believe vaccination is great at personal protection but its fact that both vaccinated &amp; unvaccinated spread the virus making any vaccine passport/ monitoring of very little public health merits surely? If u disagree please explain https://t.co/FM9U5DyhJu,,Twitter for iPhone
Justin wheeler,"Cork, Ireland",Brand Ambassador - Designer | Sign Maker | I love to Print | Stuck on You. Straight Shooter.,False,2021-08-18 06:44:29,@PhumlaniMMajozi People do realize that you will never be forced to take the vaccine. Rather you will be excluded for not having the vaccine passport .,,Twitter for iPhone
TOI World News,,"Follow latest world news and headlines from US, UK, Gulf, Pakistan, China, Europe and rest of the world.",True,2021-08-18 06:40:13,New Orleans hopes health-pass rule doesn't stop the partying https://t.co/hUkhvpYYae,,cmssocialservice
DISARMorDIE,,100k #bitcoin 🇺🇸 #2ndAmendment,False,2021-08-18 06:34:04,@mconde_pas2r58 @OccupyDemocrats That's insane. Amendment the constitution to have a covid pass? We might as well not have a constitution then.,,Twitter for Android
Firefly,,Choking on  red pills - questioning everything - reality isn’t optional.,False,2021-08-18 06:32:55,If you’re pro vaccine passport etc if you need emergency medical assistance or help from the general public would you refuse it until you’ve verified the vaccine status of the paramedics and public ? Answers below 👇,,Twitter Web App
EdMeister🥇🇦🇺,Westralia (Prison Island) ,Humour😁/Satire😉/#EdAtTheMovies🎬/NRLStGeorge/AFLSt Kilda/LNP🇦🇺/Trump Won/SayNoToSocialism/CriticalThinker/Cop That👊,False,2021-08-18 06:28:45,Will be the endless booster shots be free or will you have to pay to get the ✅ on your vaccine passport 🤔,,Twitter for iPhone
News230,india,"Latest news from around the World, politics,business, entertainment, sports, science, health, celebrity, gossip and much more.",False,2021-08-18 06:28:21,"PLF, Covid Pass, etc. : on the holiday route, only 1 in 200 Belgians checked at the border! https://t.co/KFpFle2ved",,WordPress.com
Mike Otley,England,"Photographer, Designer, Property Developer, Investor interested in new ideas",False,2021-08-18 06:28:05,Heathrow and Gatwick: Booster jabs likely to be mandatory to keep Covid pass for travel https://t.co/p1s4vWdGLM,,Twitter for iPhone
Marquis de San Graal,"Frankfurt, Hesse",Sic Semper Tyrannis @PirateChain @monero @abdf_foundation @BastiatvonMises @FEEonline @AynRandInst @aier @JohnLockeinst @LFCapitalism @ASI @1st_SF_Command,False,2021-08-18 06:27:00,"Stick your digital  ""vaccine passport"" where the sun doesnt shine - Frau von der Leyen https://t.co/7aK9ThmPT2",,Twitter for iPhone
Valeria,,Un giorno senza un sorriso è un giorno perso. 🌹,False,2021-08-18 06:26:26,@calvinrobinson Come in Italy and see what it is happening with the vaccine passport... exactly this 😡🤬,,Twitter for Android
Stonepawz,,fake streamer with a real job building shit. twitch- Stonepawz. Hoping to have some good conversation. would rather live in the woods but y’all have nukes,False,2021-08-18 06:25:17,"@ThePirhana11 @lacroicsz You do you, but it’s wild you’re saying I border on anti ax when I’m very clear about the fact I’m anti mandate and vaccine passport. I literally got vaccinated. I just don’t believe it’s ethically or morally justified to exile people for not getting it especially considering",,Twitter for iPhone
