user_name,user_location,user_description,user_verified,date,text,hashtags,source
Craig-James Moncur,Everywhere and Nowhere,A quarter @theonlyMCN on @BBCSounds. Photographer of things.  Views are my own.,False,2021-09-10 09:33:30,@GMB @NicolaSturgeon @MartinSLewis @kategarraway So essentially the vaccine passport will be required for venues/events that a lot of young people will likely want to attend such as gigs/nightclubs. Next up may be the approval to jab younger age groups. Good incentive to have it isn't it folks.,,Twitter Web App
Ali Leith,Scotland ,"Partner to Will, 'mum' to Eddie the Staffie, proud Grandma to Rowan 1/1/21.",False,2021-09-10 09:32:36,Interesting article on the differences between Germany and France on #vaccinationpassports https://t.co/pcsIxBENWB,['vaccinationpassports'],Twitter Web App
Callum O'Brien,"Glasgow, Scotland",Wingin' it since 95',False,2021-09-10 09:32:14,"Same idiots shouting about “two tiered society” and “medical apartheid” after the vaccine passport announcement are the same daftys who earlier this year were demanding the elderly and people in at risk categories just stay in doors and isolate, the rest of us will get on with it",,Twitter for iPhone
Susan Devey,,,False,2021-09-10 09:31:43,"@Tracey89411321 @simonjamesjupp Haha maybe you should read up on it !!!! the vaccine reduces it NOT the vaccine passport, so the vaccinated who have a passport CAN still spread it.",,Twitter for Android
💙Ann💙,NE England,"Socialist, republican, animal lover. Food, wine, art, photography. #Labour 🌹",False,2021-09-10 09:31:28,Boris Johnson set to announce winter 'toolbox' plan to avoid another lockdown https://t.co/3mc1z5G2wT,,Twitter for Android
Steve Guppy,,Full time musician and part time arsehole,False,2021-09-10 09:31:02,"Celtic and rangers fans chugging each other off over the vaccine passport 🤮🤮

Fuck the passport but fuck them even more",,Twitter for Android
Marie Anne 🗣️ Le Taillandier de Gabory,,,False,2021-09-10 09:30:59,"🐸 We The Pepe 🐸, [Sep 9, 2021 at 22:57]
Israel was one of the first nations to vaccinate their population and implement a vaccine passport.
Israel currently has the highest COVID-19 infection rate in the world.
 https://t.co/todx9Vn0bZ",,Twitter for iPhone
The Road to De-Mask-Us 🌸 #SackZahawi,The Winchester ,“You may choose to look the other way but you can never say again that you did not know.”,False,2021-09-10 09:30:39,"People of Scotland, it’s time to do Freedom of Information requests to all venues who implement the vaccine passport as to how many of their staff are fully vaccinated. I’m going to send it to all football clubs in Scotland. 

https://t.co/eMfXEH8VsB",,Twitter for iPhone
Michelle Caira,,,False,2021-09-10 09:30:31,"@SuperHyperBon @isboxingclever @LindaLovely1000 @sallydipple Agree entirely. My 10 yo son has lost a total of 3 days of school (so far), and zero impact on his life really. Me, 41 yo, I've been hibernating for 18 months+ with pretty much 100% impact on my life. I'm more than happy to be vaxxed + pass sanitaire.",,Twitter Web App
Ayr Advertiser 📰,"Ayr, Scotland",The Ayr Advertiser Series - Incorporating the Troon Times & Carrick Herald. Lots of local news and some random chat. https://t.co/A4cd1vCReW,True,2021-09-10 09:30:00,"Do you know how to access your vaccine passport?
https://t.co/qb0ElN5mQl",,TweetDeck
(((JJSALMO)),Brighton,"Pigs are ultimately full of good sense. Munster & Ireland Rugby, Cork Hurling, Skibbereen Rowing, good Beer & Wine, Wilde, Beckett & Burke",False,2021-09-10 09:29:41,"@UnwinStanley A 'Rabid Irish Republican'...😂😂😂, like all Brexiters your predictability is tiresome. As for the Covid passport...damn right",,Twitter Web App
Matisa,,,False,2021-09-10 09:29:41,@JGForsyth And what happens when we increasingly use vaccine passport and hospitals still continue to struggle?,,Twitter for iPhone
Nicole Wootton-Cane,"Manchester, England",Trainee Engagement Producer doing TikTok & other @MENnewsdesk🐝| 2020 Orwell Prize nominee with MCR @guardian team | She/her | nicole.woottoncane@reachplc.com,False,2021-09-10 09:29:20,"Looking to speak to students who are double jabbed but unable to get a covid pass due to having one jab in one country and one in another (e.g one in Eng in term time and one in Wales over the summer). DMs are open, or you can email nicole.woottoncane@reachplc.com #journorequest",,Twitter Web App
Keto Rules,Lancashire,"Pursuing good health from organic food, raw milk, healthy fats. Hope to attain better fitness one day. Love my country but am worried about its future.",False,2021-09-10 09:28:58,"@CrimsonCode1 But the double jabbed still go to supermarkets where they are mingling with the un jabbed, they still get on buses and trains, pass people in the street, eat in fast food outlets or simply queue so how does having a vaccine passport protect them?",,Twitter Web App
Graeme Purves,Edinburgh,Citizen. Environmentalist.  European. Spatial Planner. Democrat. Geddesian. Withered Botanist. Lapsed Munro-Bagger.,False,2021-09-10 09:28:26,"@chrisrainbow78 @BBCPolitics Then get with the programme, get a vaccine passport.",,Twitter Web App
Dr Karenza Moore,Newcastle University,"PhD in Sociology, Lecturer in Criminology/Sociology, Club and Drug Researcher, Dance Music Lover, Anti-Racist, Peace-maker, Liberal. All views my own.",False,2021-09-10 09:28:16,@Jonathan_Elmer @TheGreenParty Why did your party supporting the SNP's vaccine passport law? They are discriminatory and do nothing to protect people from the virus.,,Twitter Web App
Dean🩸,,,False,2021-09-10 09:28:06,"If you think vaccine passports are about protecting health, you do not realise the implications. A vaccine passport is about forcing us to become a controlled, compliant society. This is no longer a ‘conspiracy theory’. It’s the beginning of the end of our society as we know it!",,Twitter for iPhone
JT,"Glasgow, Scotland",,False,2021-09-10 09:28:02,@zoeharcombe My GP confirmed yesterday that vaccine is more harmful to me than covid so my choice to take or not but with covid passport etc I need to consider taking it - also need to think it could help others. I appreciate this but I have a son what about him if the vaccine harms me??,,Twitter for Android
rustyfox,,,False,2021-09-10 09:27:53,@Amaralee23 Found out my Sister in Law went got her shot after hiding it from me .  Told her Dr Chant said she will need a booster for life. She was stunned that she is now a slave to big pharma for life if she wants to keep her Vaccine passport. Not a Happy Jan.,,Twitter Web App
BrentLFC,"Johannesburg, South Africa",LFC. Sports. Opinions. Stuff.,False,2021-09-10 09:27:42,@Billybobxyxy @iSarahdactyl Do you have the same energy about a vaccine passport required to travel to certain countries for diseases such as yellow fever?,,Twitter for Android
Ahasan Chowdhury,"Ontario, Canada",,False,2021-09-10 09:27:42,"Canada should strongly work /support and funding to identify the sources of covid-19, variants and stop spreading the various or inactivating the virus instead of vaccine passport!!!!! https://t.co/AwBidzWdE1",,Twitter Web App
Trelise McBain,"Greengrove, New South Wales",Fighting for Australian Civil Rights and Freedoms. Critical  Thinker who questions everything. Conservative.,False,2021-09-10 09:27:08,@pyrmontvillage @BobeMannBball Unfortunately it’s not a thought bubble. It is NSW Health legislation being implemented via a vaccine passport due for implementation in October.,,Twitter for iPhone
hoping for sanity,"London, England",,False,2021-09-10 09:26:24,"@SteveODare @Bermuser @sqlblues @JMC_Starbug @JC_free82 @jbhearn Well there we have it.  You dont get a vaccine passport, you can suffer the consequences but you get a choice.  A lot of parallels to papers under Nazi rule there isnt there",,Twitter for iPad
Jade MacRae,Garigal land / Oregon ,"Soul singer. Food lover. Enthusiast. Browns, Sea Eagles, All Blacks 🏈🏉 Joe Bonamassa band member",False,2021-09-10 09:25:53,Having to show my US cardboard vaccination record when entering shops etc here in Europe is embarrassing - they look at me in disbelief like “this is an official document?” Bring on the vaccine passport. Give me the digital version!!,,Twitter for iPhone
"Not Woke, Wide Awake",,,False,2021-09-10 09:25:09,@WhatNowDoc @__HamSandwich @sajidjavid Your asking for a Certificate to say that you are immune so that is still the same as getting a Covid Pass signing up for it,,Twitter for Android
gazcooke🍀💚,snapchat gazcooke12,Glasgow Celtic🍀💚,False,2021-09-10 09:24:50,how do you go about getting yer vaccine passport then? fucking joke,,Twitter for iPhone
David Mcguire🦄,,Life is no dress rehearsal.!!! In the land of 😆smiles & 🌞,False,2021-09-10 09:22:58,Can anyone explain the need of a vaccine passport???,,Twitter for iPhone
Crescent Moon,Kent UK,"Red pill. I don't own a mask. Unvaccinated with the experimental jabs.
Saturday morning Parkrun fan.
Freshly ground coffee fan.
Suffer from a sense of humour!",False,2021-09-10 09:22:18,"Nightclubs today;
Hitler. Smartly dressed, 
shiny boots - in you come.
Jesus. Dressed in a long blanket &amp; sandals - on your bike.
Guy, ill with Covid (no symptoms) but with a vaccine passport - welcome.
Healthy guy no passport - f**k off!",,Twitter for Android
Matthew macaree,glasgow,"Scotland! Glasgow! got a boy who is 5 and is my absolute world 😍😍😍😙😙 
SELF EMPLOYED HEALTHCARE ASSISTANT AND SUPPORT WORKER MOVE IT SO MUCH",False,2021-09-10 09:22:07,@AlbzSFC @gingerjoseph200 @Liam_H_11 So my point is by having a vaccine passport does just carrying a wee bit of paper mean it wont spread? Its nothing other than control from the goverment. We scream at how bad north korea is and how they control their people so what makes us now any different from them,,Twitter for Android
neil davidson,,,False,2021-09-10 09:22:04,"@Gastro_Celtic I would agree with that. I can see why people are getting angry at this, but digital civil liberties left the building a long time ago.

I'd take a covid passport over another lockdown any time",,Twitter for Android
saurabh kumar,"वेल्लुर, भारत",,False,2021-09-10 09:21:46,Why such contradiction? Kindly help me here to devise a plan or get me a Health pass because it’s very difficult for me to manage.@DrSJaishankar @MEAIndia @IndiaembFrance,,Twitter Web App
saurabh kumar,"वेल्लुर, भारत",,False,2021-09-10 09:21:44,"My name is Saurabh Kumar and I have come to Nantes, France for my Masters studies. I have been vaccinated by a Vaccine not approved by EU (Sputnik V) but how do I get a health pass or Pass Sanitaire? @DrSJaishankar @MEAIndia @IndiaembFrance",,Twitter Web App
Christophe Barraud🛢,Nice/Paris,"🇫🇷 Chief Economist, Strategist | PhD | Bloomberg Top Forecaster of the 🇺🇸 (2012-2020), 🇪🇺 (2015-2019) and 🇨🇳 Economy (2017-2020) | RT ≠ endorsement",True,2021-09-10 09:20:57,"🇪🇺 #Europe #Covid_19: Daily Summary (September 10th)

🇪🇺 EU Edges Closer to #Booster Shots 
🇮🇹 #Italy Expands Use of Vaccine Pass
...

https://t.co/byn6uoUtJS","['Europe', 'Covid_19', 'Booster', 'Italy']",Twitter Web App
sandra | today!!,she/her,«it’s my norwegian girl!!» - @yungblud,False,2021-09-10 09:20:47,this venue accepted my eu vaccine pass i stan,,Twitter for iPhone
The Local Germany,"Berlin, Germany","Germany's news in English, part of @TheLocalEurope's network. Tweets by @rthejournalist and @rachloxton. Jobseeking? Check out @TheLocalJobsDE",True,2021-09-10 09:20:33,Germany has its own version of a Covid health pass - the 3G rules. But does it actually do the job? The Local editor Rachel Loxton found Germany could learn lessons from its neighbour after a recent trip to Paris. https://t.co/2LGwf9EoO6,,dlvr.it
Leslie 🎻Twin A ♏️,"Southeast, Pa","❤️ Josh Groban music NO RAP Introvert,3sons1daug ,6grandsJordansboss,proudUSAFMOM RetiredRN I believe in science",False,2021-09-10 09:20:10,"So I just read that Scotland and other parts of UK will be requiring a Covid passport to go certain public places bars, nite clubs, some open spaces and other. The picket lines and marched haven’t started yet while all the details are still being worked out. Americans want rights",,Twitter for iPhone
martynB,"South West, England",,False,2021-09-10 09:19:53,"@Madz_Grant How would a Vaccine passport, work at sporting events, with crowds in excess of 60k?

People would have to be at the stadia, hours in advance. Just to be processed, and get in on time.",,Twitter for Android
Vince Reid ✝️ 🇬🇧 🇮🇹 #NoGreenPass,Disagreement ≠ Hatred,"Christian, British, Italian. Degrees in science and theology. Account anonymised to avoid repercussions at work. #NoGreenPass #NoCovidPass #NoMask #NoNWO",False,2021-09-10 09:18:18,"@ClareOSullivan4 Yeah. And generally, the public is not so asleep (anymore). The general feeling amongst private citizens and businesses is that the Covid pass is utter rubbish that ought not to be done. And I think they’re going to be angry at the next lockdown in October.",,Twitter for iPhone
BOXER,CLYDEBANK ,"REGRETS ? sure ,il regret dying. Be humble help others 🙏🏻",False,2021-09-10 09:17:09,Be fascinating when the Belfast lateral flow test committee vaccine passport control roll up tae check supporters at ibrox from Oct ? Full house guaranteed,,Twitter for iPhone
Andy,"Scotland, Europe","If we tried tax avoidance we'd be jailed but tory filth can ruin an entire nation with no consequence to achieve it for them and their cronies, mind  blown.",False,2021-09-10 09:17:09,"@DarrenPlymouth we need to put an end to this vaccine passport bullshit NOW, where do we start?",,Twitter for Android
The National,Scotland,The newspaper that supports an independent Scotland. Find our Sunday paper at @SunScotNational.,True,2021-09-10 09:17:00,"Here's what you need to know about vaccine passports👇
https://t.co/oPhCYBM0dF",,TweetDeck
ディラン 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Glasgow, Scotland",Celtic STH Section 123 💚 Dead By Daylight Streamer. Twitch Affiliate. Long Suffering Macaroni Pie Advocate,False,2021-09-10 09:16:35,@Fitzy_072 I don’t get the point of it. I’d prefer testing before the game more than a vaccine passport. If we all had to go to a test centre and get text confirmation that we got a test at a centre that would be even better. That way I know you don’t have the virus.,,Twitter for iPhone
Tom Parkhill,"Cardiff, Wales","Conservative Senedd Candidate for Rhondda. Cllr for Llanishen and Thornhill. Views are my own.  Cricket, Man U and Live music fan",False,2021-09-10 09:15:58,Had to set up a domestic vaccine pass today to attend an exhibition with work and I have never felt so uncomfortable registering for anything in my life. The fact the government now has a video of me speaking to register for this is frankly outrageous and completely unnecessary.,,Twitter for Android
Pkaston,,"Why do humans 2021, allow  politicians and media to organise  left and right wings. Then stand like cattle while they're robbed by them.",False,2021-09-10 09:15:24,"@Jackson_Carlaw I fully expect the vaccine passport to be extended to all restaurants, pubs, workplaces and shopping environments.
With good reason
and with my full support.
Get vaccinated Carlaw or you won't be annoying people in Parliement with your beery faced irrelevance.",,Twitter for Android
Zak,,📍London,False,2021-09-10 09:15:17,@WirelessFest @Ticketmaster do u need a covid passport if your under 18 ??,,Twitter for iPhone
Information Morning,"Halifax, Nova Scotia",Nova Scotia's number one morning radio show on CBC Radio One,True,2021-09-10 09:15:16,Why not using the term 'vaccine passport' could help Nova Scotia in a legal challenge | CBC News https://t.co/x3aoKoOGNU,,Twitter Web App
Agility Newsroom,,,False,2021-09-10 09:15:12,Society of Independent Brewers Respond to COVID Passport Scheme in Scotland | SIBA - Society of Independent Brewers https://t.co/6hvUGxPWqs,,HubSpot
Mike Pearce,Pa,,False,2021-09-10 09:14:44,@6abc What if a person with a real vaccine passport has COVID and still shows it and gets in because they don’t want to miss the game/show?,,Twitter for iPhone
jamesboag,Banks of the Esk (Scotland),I am more than just a quality lager,False,2021-09-10 09:14:15,"Only in Scotland can you get a medical exemption for the covid passport.

(yeah read that again )",,Twitter Web App
🇬🇧Ashton Busso🇮🇹,United Kingdom of Englandland,"Ranting, news, politics, motorsport and just a bit of this and that.
Can't guarantee you will like what you read. 
I'll apologize now for my poor spelling.


⚔️",False,2021-09-10 09:13:03,"He/they did.....
I even have the email reply from the @UKLabour party highlighting the fact that vaccine passport's are discrimination.
No surprise that the opposition are also lying fucks. https://t.co/KWhX4ahLXd",,Twitter for Android
Ra Ra Rasputin,Bonnie Scotland,Bored,False,2021-09-10 09:13:02,"@trishgreenhalgh @kittenhobbes A vaccinated person with Covid is 100% more likely to transmit it than an unvaccinated person without Covid.

A vaccine passport doesn't even attempt to solve the actual problem.",,Twitter Web App
Steven,"Scotland, United Kingdom",,False,2021-09-10 09:12:54,@talkRADIO @JuliaHB1 @OliverDowden Sat down outside at a football game yet need a vaccine passport 😂,,Twitter for Android
Moira Ramage All 4Unity,Renfrewshire ,"Proud to stand for @Alliance4Unity as the Lead Candidate in the Highlands and Islands. Not for division, all for unity. 

All views expressed here are my own.",False,2021-09-10 09:12:08,"@ArgyleBecky For some reason they want to make it hard to go out and enjoy yourself? Will part conferences , where there is multiple evening events drinking and dancing require a vaccine passport?",,Twitter for iPhone
Gästeblock,,"⚽ Fanaticism, Colour, Passion and Originality ⚽ Follow a team AWAY from home #visitingsupporters  #Gästeblock #visiteursarea #curvaospiti #Gastclub",False,2021-09-10 09:11:28,"@ScottishFA @GlasgowEURO2020 Hi,

here is a good bit of learning for you.

""A vaccine passport means that if you have been double jabbed and have Covid you can go to Hampden events, but if you have not been double jabbed and don’t have Covid you cannot go to events"".

Yes, this is true.",,Twitter Web App
jayne,"South East, England",Always out for a laugh,False,2021-09-10 09:10:55,Totally agree if you are caring for others then you should have the vaccine passport to get into venues ridiculous #JeremyVine,['JeremyVine'],Twitter for iPhone
Megan Rainey,"Dumbarton, Scotland",,False,2021-09-10 09:10:42,I can’t go folk tryin to shove their opinions about the vaccine/vaccine passport down folks throat. Sick of hearing about all this shite now Jst get it n shut if so life can move on it’s not that deep,,Twitter for iPhone
Vive Ecosse,,https://t.co/VYGv0wT5zx,False,2021-09-10 09:10:21,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland / Ecosse - QR Vaccine Certification will work with the French health pass from today! 

🎟 TAC Verif will now accept your second QR / 2D barcode. Likewise add it to TousAntiCovid.",,Twitter for iPhone
XyrisKen,"Greater Vancouver A, British Columbia","Building virtual worlds supporting education and experimentation, a photographer too.",False,2021-09-10 09:09:32,"Any adult protesting 'vaccine passports' - which aren't a thing - near a *hospital* is a cretin. 

Leave hospital staff and patients in peace. 

‘Don’t do this’: Another vaccine passport protest planned outside VGH - via @News1130 https://t.co/6snTD4nHyp",,Twitter for iPhone
Media,,"Media Studies teacher. Acct not affiliated with school or college. Everyone is entitled to my opinion, but it's all mine.",False,2021-09-10 09:09:17,"I had my Covid pass checked to get on ferry (tbh, we were early and I think he was buying time as no one has asked since passport control) and the man read it and said ""Astra Z3neca"" under his breath like he was both disgusted and surprised I was alive.",,Twitter for Android
Michal Jarski,Europe,Sciencegeek,False,2021-09-10 09:09:15,"Human factor vs. digital certs. Who can win?
300 eur and a gentile person can generate any #covid #certificate using a legitimate system terminal.

https://t.co/4R5bT87NYY","['covid', 'certificate']",Twitter Web App
Steve O'Dare,"Skegness, Lincolnshire,England","From Skegness. Lincoln City Supporter.  Actor/Extra
Remarks all my own opinion. If you don't agree - fine. Blocked by many who can't stand an alternative view!",False,2021-09-10 09:08:57,"@Bermuser @hoping_sanity @JMC_Starbug @sqlblues @JC_free82 @jbhearn You are confusing the French Health Pass with the Covid Passport being debated in England. In France the Health Pass requires either being fully vaccinated, having had a negative Covid Test or a Covid Recovery Certificate less than 6 months old. No real comparison I am afraid!",,Twitter Web App
Anthony Forster,,,False,2021-09-10 09:08:53,"@AndyWoodySutton @Wilksy76 Needs must mate. Totally agree with vaccine passport to get in venues etc. In lot of cases people are making a selfish decision not to have it which just helps stretch the pandemic out more, overload hospitals etc. If they won’t voluntarily have it then other means required imo.",,Twitter for iPhone
La californienne est vaccinée ✨ merci @covidliste,,American in France. I only *really*  started using Twitter in Nov 2020.,False,2021-09-10 09:08:38,"@isboxingclever @LindaLovely1000 @sallydipple The pass sanitaire is set to expire Nov 15...not sure how youths are paying a ""huge cost"", seeing as almost 70% are vaxxed. A lot of us have sacrificed a lot/lost a lot over the past 18 mo.Happy to have reason to be optimistic again- and that Biden pulling out big stick now also.",,Twitter Web App
Ra Ra Rasputin,Bonnie Scotland,Bored,False,2021-09-10 09:08:06,"@kittenhobbes @AllanSusanwil @jor6s @scotgov So ""England, Wales (and for that matter the rest of Europe)""

Is now

""some countries in Europe""

So my previous comment was correct?

By all means point me to the places requiring a vaccine passport for entry in England and Wales",,Twitter Web App
DLRP Roundup,42 Main Street,"Top DLP statistician ;) - Crowd calendars, analysis and planning information. InsideEars Member *o*",False,2021-09-10 09:07:54,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland / Ecosse - QR Vaccine Certification will work with the French health pass from today! 

🎟 TAC Verif will now accept your second QR / 2D barcode. Likewise add it to TousAntiCovid.",,Tweetbot for iΟS
Mr D,,,False,2021-09-10 09:07:45,"@Madz_Grant Is this the future?

https://t.co/e3s4XTPm7S",,Twitter for iPhone
Iheartsectarianism,Loyalist airdrie ,back where we belong. #55 🇬🇧,False,2021-09-10 09:06:05,@scotgov So whats the point in a covid pass?,,Twitter for iPhone
Fitzy,,"I am not Italian.

The other half of @FitzBeanPod",False,2021-09-10 09:05:32,"At face value, I'm all for the vaccine passport. I got my vaccine in the hope I'd get normality back.

The vaccines reduces your risk of infection which means any Passport Venue should be as normal/safe as possible - which is why we got vaccinated: normality",,Twitter for Android
Dave Williams 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇹🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Perth, Scotland",I miss people with common sense. those were good times.,False,2021-09-10 09:05:21,"@DavidNi76741881 @TheVoxWolf So if there is ""strict obedience"", what's the punishment if you don't/ can't produce a vaccine passport?",,Twitter for Android
Shazbo92 🎼🎸🎥,"Scotland, United Kingdom",Mum to 2 kids & busy Fitness/Pilates Instructor. Massive Backstreet Boys fan but love all music. SPN H50 Outlander bit of a tv addict;) come say hi! NO DMs,False,2021-09-10 09:04:32,Bit confused about this Covid passport. I have mine but my 16 year old hasn’t had her vaccine yet but is planning going to see @JLSOfficial at @TheSSEHydro will she get in???,,Twitter for iPhone
UnknownITellYou,,just like the name... unknown,False,2021-09-10 09:04:29,Digital vaccine passport are just going to be used to discriminate against anti vaxxers. Government will spend millions on the project to just discriminate agaisnt those who move to places without vaccine card and would be asked to produce Digital one.,,Twitter for Android
E JONES,North Wales,,False,2021-09-10 09:04:14,"@talkRADIO @JuliaHB1 @OliverDowden How is this public health is beyond me, they say they want everyone to have a chance of getting a vaccine before we get vaccine passport, how is that anything to do with public health?",,Twitter Web App
Richard Baldwin,"Lausanne, Switzerland","Prof of Int'l Econ, Graduate Institute, Geneva; Founder @VoxEU, Author of The Globotics Upheaval",False,2021-09-10 09:04:10,"_
Fox has quietly implemented its own version of a vaccine passport while its top personalities attack them - CNN #covid19 #vaccine  https://t.co/rISqDiyeRV",,Twitter for iPhone
Europe News Briefly,Internet,"A Europe News community with less noise & more highlights
on @briefly_tldr. Follow for an invite to join our open beta!",False,2021-09-10 09:03:54,"Covid health pass: What can Germany learn from France? (The Local Europe)

While surveying the terrace for a table in a Paris bar on a sunny Friday afternoon, an emplo...

Add your highlights:
https://t.co/E8lYIj36R4
 #Europe #news #euro...",,Europe News PLOW
fatzdomingo,Glasgow,Freelance Noise Up Artist; unashamedly 🏴󠁧󠁢󠁳󠁣󠁴󠁿 & 🇪🇺,False,2021-09-10 09:03:47,"If People who have had Both Covid Vaccine Injections still contract Covid, some even dying from it, what’s the fcuikng point of any Covid Passport?",,Twitter for iPad
Penny (DearDolores) Lewis,"Manche, Normandy, France","Writer based in Normandy (ex UK Indy), passion for Muscovy ducks/haikus / aim to eat less, mostly plants/wild eating/wild writing/Long-distance train dreamer...",False,2021-09-10 09:03:41,@sallydipple @john_lichfield And health pass partout. It works.,,Twitter Web App
Janmabhoomi,India,Nationalist. Writer. Historian. Sanatan Dharmi.,False,2021-09-10 09:03:34,"@INSANATAN @nature4ver @NatureisTruth @KTRTRS @RaoKavitha @trsharish @ysjagan @VSReddy_MP @BharatYSRCP @kishanreddybjp @bandisanjay_bjp @BSBommai @BYRBJP @vijayanpinarayi @KVishReddy @srivatsayb @Swamy39 @EPSTamilNadu @annamalai_k @mkstalin @MVenkaiahNaidu @BSYBJP @somuveerraju @GovindanMaster @surendranbjp Florida Gov. Ron DeSantis confirmed that Florida will start issuing $5,000 fines to businesses, schools and governments that require proof of COVID-19 vaccination. DeSantis signed a bill in May that banned vaccine passports. TRUE PEOPLE LEADERS.
https://t.co/hZZgqHww8T",,Twitter Web App
Wise Snake THE RESISTANCE,inner Earth ,"teacher to MANY #GG33 
----

🐐 Capracorn 
🐍 Snake
♌ Saturn 
#The33

-----
#Grinberg2024

-------

Head of the Table 
-----

and F the #CCP",False,2021-09-10 09:03:29,"@YoungToshi I was just in Russia In July
Thry had a Covid passport in Moscow ( which has been repealed since )

Clearly U have no idea what U are talking about",,Twitter for Android
