user_name,user_location,user_description,user_verified,date,text,hashtags,source
braceface bis,,I have nothing to say,False,2021-09-03 11:23:10,It said you need a Covid pass to go to Wizkid… Does that mean I have to be double jabbed?,,Twitter for iPhone
Eric Davies,,"Engineer. Lover of freedom, truth and rational thought. Follower of all beloved animals great and small.",False,2021-09-03 11:22:55,"@RougeGorge451 @DailyCaller Vaccinated or not, we mourn the death of Aloha in Honolulu as we protest the most severe and non sensible vaccine pass restrictions in the United States. https://t.co/EFxrFvJYYM",,Twitter for iPhone
GentlemanCaller,,Being a gentleman.,False,2021-09-03 11:22:14,@sunlorrie Why the $^U&amp;^% should I have to carry a vaccine passport or wear a useless mask when this happens?,,Twitter Web App
Tԋҽ Aɾʋαιɳισɳ,"Glasgow, Scotland","LIVE LIVE LIVE Whilst you can!!!!!

Dont let fear keep you a prisoner.",False,2021-09-03 11:21:32,"Anyone can take a trip across the Channel and enter this country devoid of any identification as to who they are or where they've come from.

But Nicola Sturgeon considers introducing a Vaccine Passport to enter Parkhead, and Ibrox to watch some people kick a ball?

#Mentalist",,Twitter Web App
Tony Mulryan,,,False,2021-09-03 11:21:09,@RagnarPeaky @UnityNewsNet @Valkyrie20201 You will probably be denied access to polling station unless you have your vaccine passport with a full service history,,Twitter Web App
#EndTheFilibuster🏃🏼‍♀️#RESIST🏃🏼‍♀️ #ONEV1🗳️,#MN,"BFA🎨 MLA📚 MFA ✍🏻
 #Protect🐯
#BlackLivesMatter
#LGBTQ 🌈
#Science🌎#Vote🌊
#MaskUp😷 #Vaccine💉
#Immigration👪 #Climate🌳
#GunReform 🔫
#FBR
🚫DMs",False,2021-09-03 11:20:45,"San Francisco, New Orleans, New York City to start vaccine requirements, Honolulu will have a vaccine passport system. The complexity of handling staff/customer interactions solved: entrance, service requires a vaccine, period. A problem the GQP created.

https://t.co/xFesrZeP53",,Twitter Web App
DM,,,False,2021-09-03 11:20:09,@StCatStandard @GrantRants Another reason why the provinces and all those calling on their provincial governments to create a vaccine passport should really have been pressuring the federal government to create one. Then we would have one that could be used for both in country and internationally but NO!,,Twitter for Android
Michelle Fitzsimmons,"Scotland, United Kingdom",Only regretting the the stuff I didn't do. Living life with a smile and a dance because mostly you are surrounded with the bullshit people tell ya.😛😛,False,2021-09-03 11:20:03,@EdinburghSpark1 @JacobiteJacob @Gill92208590 @NicolaSturgeon @ScotParl That person just assumed I was anti vaxx I’m absolutely not but that’s the standard line ppl with there attitude give ppl who do not agree with the political addenda. There nothing about covid passport and forced vaccine that will aid public health in anyway. I’m pro choice.,,Twitter for iPhone
JAY,,,False,2021-09-03 11:18:48,"@222Minutes If you are vaccinated and believe you are pro choice and believe that there should be a vaccine passport but you believe that the abortion bill in Texas is against your rights and freedoms, you’re a huge HYPOCRITE.   That’s right a HYPOCRITE!",,Twitter for iPhone
Name,Canada,,False,2021-09-03 11:18:03,Poll: majority of Canadians favour vaccine passport for non-essential places:,,Twitter Web App
Pappin,Milky Way,,False,2021-09-03 11:16:22,Boris Johnson’s Government Doubles Down on Vaccine Passports https://t.co/tY8fE2L2og via @BreitbartNews,,Twitter Web App
Steve Paolozzi,,,False,2021-09-03 11:14:30,"@thicccflair Totally balanced argument mate. 

I saw you need a vaccine passport to go to the supermarket in France. That is absolutely mind blowing. So if you’ve not got it, you don’t get food? Sounds fair 😂",,Twitter for iPhone
Ann-marie Colvan,Glasgow,Mummy of 2 handsome young bhoys & a crazy ass dog 💚 STH & lifelong Celtic fan - COYBIG 🍀 Known for my love of cava & prosecco 😂🍾 work as a CDO,False,2021-09-03 11:12:52,@CelticFC What happens if u buy your tickets &amp; vaccine passport comes in to play &amp; u cant go? Is it just a case of u need 2 sell them? 🤷‍♀️,,Twitter for iPhone
Rosie Luce,,"Humanitarian, activist, mother, voice to the voiceless",False,2021-09-03 11:11:56,@TorontoStar Foff vaccine passport Toronto star,,Twitter for iPhone
Sophie Butcher,She/her,"Politics and Sociology student at University of Edinburgh ⚡️ Editor of @thetabedinburgh ⚡️ Classy, Sassy, and a Little Bit Smart-Assy⚡️",False,2021-09-03 11:11:43,"PSA for anyone who got one jab in England and one jab in Scotland, you should now (finally!) have a vaccine passport available on the NHS England app",,Twitter for iPhone
Cengiz Adabag,Brasil,Travel Blog,False,2021-09-03 11:11:03,Covid Scotland: Vaccine passport certificates issued with QR codes on smartphones as of Friday https://t.co/zRPUl9yZZT,,WordPress.com
James Fisher 🐾,United Kingdom,"Now taking it easy in the English countryside. Bikes, tech, photography, music, 4x4s and dog walks 🐶",False,2021-09-03 11:10:40,"@rachx91x Yup. Which is why I think the vaccinated won’t have a COVID Pass that lasts forever. Once they work out how long natural and vaccine immunity lasts. Or perhaps they’ll find a reliable immunity test.

I reckon the six months for natural was just an estimate. That might change too.",,Twitter for Mac
Brian,Fordingrad,"Sarcasm zone, I hope to make you laugh.  Anti lockdown, pro freedom.  Leader of Ford Nation Fan Club {sarcasm). No PM’s unless you are sending me money.",False,2021-09-03 11:10:33,"@fordnation came into power saying Ontario is open for business.  However ever action he has done has gone directly against this including lockdowns, masks mandates, and now vaccine passport that will keep tourists from coming and 30% on Ontarian’s excluded.  We are closed!",,Twitter for iPhone
Geoff Meeker has been vaccinated,"Conception Bay S, Newfoundland","Writer, PR consultant, business person, (former) media blogger and tech columnist, was once a saucy journalist. Loves a good fish and chips.  🌊🌊🌊🌎❤️",False,2021-09-03 11:09:32,@JohnRiche Send him this link as well. https://t.co/ByUZqvZZRB,,Twitter for iPhone
CityNews Ottawa,"Ottawa, Ontario","#1 for local news in Ottawa and the Valley. Listen live at 101.1 FM, https://t.co/8Lpe8LUVYt & the CityNews Ottawa app.",True,2021-09-03 11:09:14,"Support was highest among respondents aged 55 and older at 86 per cent, and lowest among those 35 to 54 years old at 75 per cent. https://t.co/lqWsPqPH3S",,SocialNewsDesk
Nadia,,Follow me,False,2021-09-03 11:09:12,@Vivien_Sauvage @orwellhamster @Jennyflower @guffynicola Staff shoud be vaccine too then if they fear as the risk of catching it and having to end up needing oxygen could are higher. The covid passport is useless,,Twitter for iPhone
Sean Williams,,,False,2021-09-03 11:08:58,"@EssexPR Son needs to show 'covid pass' for festival at weekend, via the NHS app...he's 15.....app starts at 16, so take away the fact I think its disgraceful, it's not feasible for under 16s anyway",,Twitter for Android
Frederico Mollet,Lisboa for now,"Policy Analyst at @epc_eu covering European political economy. Interested in finance, industrial policy, geopolitics. Recovering civil servant 🇪🇺🇵🇹🇬🇧",False,2021-09-03 11:08:34,Sitting in Paris getting my Portuguese Covid pass scanned. At some point can we have a chat about how the EU digital certificate works flawlessly?,,Twitter for iPhone
Braden Ongena,Simcoe,Waterloo Civil Eng,False,2021-09-03 11:08:13,"Only seeing complaints about the vaccine passport and people say to vote PPC, yet you have to show your ID to get alcohol, health card to get any health care and even your costco card to get into costco. Don’t see the problem with one more card that will only keep people safe.",,Twitter for iPhone
Eli... Brexit forever,Scotland,"NO DMs PLEASE, I WILL NOT REPLY 
An Ardent Brexiteer who will fight till we are free of those EU bureaucrats. My Tweets are my own thoughts my RT's are not.",False,2021-09-03 11:08:11,"The Scotsman needs to STOP referring the the Scottish Administration as the ""Scottish Government""

THEY ARE NOT A GOVERNMENT OF ANY SORT...
THEIR 15 YEARS IN POWER WILL CONFIRM THIS, AS THEY ARE FCUKING USELESS...

https://t.co/NQFvCdtsIU",,Twitter for Android
Charch,Canada,"Stellar Husband🤣, Proud father of 4, Music Lover, Football Fan, Political Junkie, Happy To Re-Tweet what should be seen.",False,2021-09-03 11:08:05,The “Vaccine Passport” is in Effect in Quebec - My Thoughts - Viva Frei Vlawg https://t.co/42KkJ8qcRH via @BitChute,,Twitter Web App
Amanda,Wisconsin,"Hi! I’m 35, a wife, mom, Christian, pro-life conservative. 🇺🇸 Backup: @FreeMindsUS",False,2021-09-03 11:07:37,Soon your vaccine passport will be as thick as The Bible… and you’ll treat it as such… https://t.co/Bx5bIRFlIC,,Twitter for iPhone
caterina catzella,,⛷🇦🇺🍾 I luv dobermans,False,2021-09-03 11:06:56,@monicabridget21 trying to implement a vaccine passport would be akin to implementing border control on every venue,,Twitter Web App
fabianenahoro,United Kingdom,,False,2021-09-03 11:06:21,"@E7Drew @RobbieProuse Just as the vaccination isn’t enough, so also the vaccine passport won’t be enough. Endpoint? The mark! Whereas the V-pass would possibly be faked, the mark on your forehead won’t be(that obviously would be the argument for its introduction) See🤷🏽‍♂️",,Twitter for iPhone
Dogsorcaravan,"Fujisawa-shi, Kanagawa","The best source of trail running and ultramarathon in Japan, edited by Koichi Iwasa (@Koichi2000) and his team.",False,2021-09-03 11:06:18,@b3108 As far as I know ITJ is the first trail event requiring vaccination or PCR. We should note that Japan doesn’t have official “pass sanitaire” like in France yet.,,Twitter for iPhone
Krzysztof Nowakowski,Reading,"🇵🇱🇬🇧🇱🇻 Born in @Bydgoszcz, living in Reading UK. Supporter of @LFC  @bydgoskapolonia and @FKJelgava. Boxing, football, sport in general.",False,2021-09-03 11:06:03,"Hey @GOVUK and @sajidjavid, when will you sort out that NHS covid pass is accepted in EU? I spent last 10 days in Latvia and is not accepted as QR is not being read. I couldn't go inside the restaurant or bar. It is not funny anymore. @Telegraph @Independent",,Twitter for Android
John Wilson,,,False,2021-09-03 11:05:57,"@MaxRock222 @theheraldsun You bright spark. U need some sense.
Join the world. You'll need a covid passport.",,Twitter for Android
Q104 Radio,"Kenora, Ontario",Northwestern Ontario's #1 Radio Station,False,2021-09-03 11:05:22,"The measure comes into place on Wednesday, September 22, and will require Ontarians to show proof of vaccination before entering a number of establishments where the risk of transmitting COVID-19 is higher. https://t.co/VZouBswLnv",,Zapier.com
Monica,,🇺🇸 🇦🇺 🇲🇽 open the borders 🌎 | degree-educated | fighting for liberty 🗽| I’m for vaccination 💉but it’s your choice | Open up Australia,False,2021-09-03 11:04:16,"the vaccine passport is tricky overseas because I don't have the EU digital version, I have a paper certificate from US 🇺🇸,  &amp; sometimes bar people spend a while staring at it and looking at me questioning if it's real.  I hate having my integrity questioned to have a drink🍸🍻",,Twitter Web App
R. Adder,,"Music, movies and videogames",False,2021-09-03 11:03:09,"These motherfuckers should NOT be allowed to take up an ICU bed when they inevitably get COVID; they're making their choice let them live/die by it. If they want to threaten healthcare workers they should have to be treated by the charlatans they 'trust'
https://t.co/u4Ms4WYyRH",,Twitter for Android
This Little Piggy,,oink oink. Pronouns your royal pigletness.,False,2021-09-03 11:02:58,@PubaDX @MaciejStelmach6 @SummitsTrading @RWMaloneMD 13 jabs according to the vaccine passport app.,,Twitter for iPhone
Bricks Sporting Goods,Seum hunnit57,🧱🦏👨🏾‍🍳,False,2021-09-03 11:02:47,What’s the difference from that &amp; sayin if your kid doesn’t get all the shots in their vaccine passport they can’t go to school https://t.co/yvYOl2m5mF,,Twitter for iPhone
Bill Comiskey,Chatham ON,6th gen Canadian from County Cavan #BlockedByRempel Retired federal employee.,False,2021-09-03 11:00:58,"#VaccinePassports have increased vaccination rates. @erinotoole will hold us back as he opposes passports. PM @JustinTrudeau will help provinces implement passports.  Let's move on from #COVID19 Choose #ForwardForEveryone #VoteLiberal #Elxn44
https://t.co/2O9u5yUBsh",['VaccinePassports'],Twitter for Android
Timothy,Canada eh!🇨🇦🇨🇦🇨🇦,"Bruins, beer & all things Irish🍀🍻",False,2021-09-03 11:00:42,"Poll: majority of Canadians favour vaccine passport for non-essential places - 680 NEWS

1,500 people......online 🙄👎🏼 https://t.co/yfpbfHTwKw",,Twitter for iPhone
Breakfast Television,"Toronto, Ontario",The official Twitter account for Breakfast Television Toronto on Citytv! Named “Best Morning Show” at the 2020 and 2021 Canadian Screen Awards.,True,2021-09-03 11:00:26,"A new poll suggests eight out of 10 Canadians backed the notion of a COVID-19 vaccine passport in the days leading up to this week’s rollout of a certificate system in Quebec and news that Ontario would soon follow suit.

READ: https://t.co/IidlX4aeYv",,Salesforce - Social Studio
mick dart,"New South Wales, Australia","Proud Australian, keep Australia great.  Media are the problem. LNP Conservative, Climate Realist. More coal power stations needed.",False,2021-09-03 10:59:04,"But those paedophiles are excluded from schools parks etc. if there has to be a vaccine passport, so be it. We are watching the world and seeing what works best. https://t.co/v0Qsnoz136",,Twitter for iPad
lauren,glasgow,"22 • nursing student with a love for good music, books + cycling • no closer to heaven • @ConorMcCl0skey 💗 // @littleli0nman",False,2021-09-03 10:59:00,Thought I wasn’t going to be given a vaccine passport for a minute cos it said you needed the username from your letter and I didn’t get any letters for my vaccine lol but it’s okay I got it,,Twitter for iPhone
1984 is here ⭐️,Canada ,Not sure how long this account will be up! we are being silenced! #nomorelockdowns #ontario #oshawa,False,2021-09-03 10:58:10,"Once businesses start getting fined and shut down for not following vaccine pass rules then what?

This is going to get much worse then what people think!",,Twitter for iPhone
Tyson Whelan,"Melbourne, Australia","Journalist, @abcnews. Producing @abcmelbourne Breakfast with Sammy J. Court announcing @SEMelbPhoenix. Got a story? DM/whelan.tyson@abc.net.au. Views =/= ABC’s.",False,2021-09-03 10:57:37,"Fully vaccinated Victorians will be able to ­attend outdoor music and sporting events, pubs and restaurants within weeks under a vaccine passport trial, via @theheraldsun.
https://t.co/bg5KNPw155",,Twitter for iPhone
StandForFreedom.ca,Police State - Nova Scotia,Follower of Jesus. Jesus is essential and we must repent of our sins. Call on the name of Jesus! #standforfreedom,False,2021-09-03 10:56:59,Where is the 1 Billion for each province to create a vaccine passport coming from? It is not the tax payer this is being sponsored elsewhere because were broke.,,Twitter Web App
Ron Holmes,Waterloo Region,No soup for you!,False,2021-09-03 10:56:23,"Hi Canada!

Here is Ontario's Minister of Health patting herself on the back.
Ontario is implementing a vaccine passport and the day after the announcement bookings for shots doubled.
Imagine that!

What she doesn't tell you is they took way to long to do it.
True Conservatives. https://t.co/vMzDd1bBYs",,Twitter for Android
Edinburgh Sparkle,,"Passionate about; fresh organic, good quality food, cooking, healthy eating, eating out, events, Scotland, beauty, fashion.",False,2021-09-03 10:56:03,@Fitzyminxy40 @JacobiteJacob @Gill92208590 @NicolaSturgeon @ScotParl It also sets precedent once we get these vaccine passports they’re going to need to be kept up to date that’s repeat vaccines with no telling what harm they are doing. What if next year its the new radiation vaccine we are to have on our vaccine passport. Do we just all agree.,,Twitter Web App
All Facts Matter,,"Narratives mean nothing. Facts mean everything.

Always demand the facts. Research the facts. Question the facts.

Only then are you informed.",False,2021-09-03 10:56:01,"Vaccine mandates and passports are a thinly disguised effort to segregate and control people.

The social contract is NOT a tyranny of the majority, the ""experts"", the ""elites"", nor anyone else.

https://t.co/NPJsXY47tk",,Twitter for Android
Pheenickz,Enclave HQ,Just a Ninja enjoying the garden my pronouns are thing/abomination,False,2021-09-03 10:55:52,@GordieLogan I never had a vaccine passport in my life,,Twitter for iPhone
Mahlatsi,"-25.9828489, 28.241476","Offshore ⛔🤨 (Madodonga Consultation)... Email: Infor@madodongaconsulting.co.za/Tel: 011 568 3756 I always try to beat up the Sun, Sponsor of nothing",False,2021-09-03 10:55:34,Shem ..Vaccine passport Rule https://t.co/moep6pNigI,,Twitter for iPhone
Gerry McGregor 💙,"Caithness, Highland","A lad from Sunderland, now living in the Far North of Scotland. An advocate for spreading knowledge about Hirschsprung's a disease I was born with, very rare.",False,2021-09-03 10:55:27,"@heraldscotland @MWilliamsHT getting your vaccine passport was easy, even though I did not have my Vaccine username, as my appointments were made via the phone. They made it simple to find.
Downloaded both mine &amp; my wife's passports.",,Twitter Web App
CmndrGeezer | ROF 🇨🇦🇨🇰🇺🇸,"Toronto, Ontario",Bald dude who tweets to you like your Dad would. https://t.co/X1uVFwbDBG commandergeezer@gmail.com for Biz,False,2021-09-03 10:53:45,Since introducing a vaccine “passport” in Ontario vaccination bookings have more than doubled.  I guess peeps don’t want to miss out on dining and their favourite movies,,Twitter for iPad
paul murphy,,,False,2021-09-03 10:52:02,@spencermorgan93 What about vaccine passport scaremongers 🤔,,Twitter for iPhone
WrathofJan,Calgary,Sci-fi fan on the side of Nortel LTD (disabled) & former employees; CCSVI treatment; No GMO; health; democracy & truth.  #Resist #RepubliCons #globally,False,2021-09-03 10:51:27,"* “Most of our members aren’t thrilled with a vaccine passport, but if it keeps another lockdown away, that’s OK,” said Rilett, who had harsh words for protesters targeting struggling restaurants. * 
 https://t.co/nagJwz5t6P",,Twitter for iPhone
Thistle Eco Zealot,,"Free Scotland,  Fed up with Westminster Draconian Establishment",False,2021-09-03 10:51:24,@wornoutmumhack Perhaps if business leaders focused on telling their employees to get vaccinated and get a vaccine passport then we would all feel safer in our daily lives.,,Twitter for Android
WrathofJan,Calgary,Sci-fi fan on the side of Nortel LTD (disabled) & former employees; CCSVI treatment; No GMO; health; democracy & truth.  #Resist #RepubliCons #globally,False,2021-09-03 10:50:21,"* I’m glad to hear it sounds like the provincial government is finally going to do the right thing.” 
If the vaccine passport helps avert another lockdown, it will be worth it, says James Rilett, Central Canada director for Restaurants Canada. * https://t.co/nagJwz5t6P",,Twitter for iPhone
Herald Sun,"Melbourne, Australia",Join the conversation on all the news from Melbourne's Herald Sun. We're here too - Instagram https://t.co/tCEiybrFKi  LinkedIn https://t.co/5iklYuDex2,True,2021-09-03 10:50:00,"Fully vaccinated Victorians will be able to ­attend outdoor music and sporting events, pubs and restaurants within weeks under a vaccine passport trial. https://t.co/CmIImBZyuJ",,Emplifi
Alan,"Edinburgh, Scotland","part owner of the Famous, Heart of Midlothian Football Club ❤",False,2021-09-03 10:49:44,"Got my vaccine passport this morning 👏👍
#norestrictionsforme 😉",['norestrictionsforme'],Twitter for Android
Mark Pryde,"Edinburgh, Scotland","I do the Tweets. Work in sport. Previously ⚽️ & 🏎, now 🏉",False,2021-09-03 10:48:44,"Had my first vaccination in England and my second vaccination in Scotland.

Because of that, I can’t get a vaccine passport with no sign of that changing 🤷‍♂️ @NHSScotland 

Anyone else had this issue?",,Twitter for iPhone
Matt Campagna,"Toronto, Ontario","Filmmaker behind the relentless new westerns @6Days2Die & @6Guns4Hire, Co-Founder of film festival cinema streamer @HighballTV. Opinions are my own. He/Him",False,2021-09-03 10:48:37,@JustinTrudeau The fact that you didn’t institute a nationaln vaccine passport before shutting down parliament is cruel bordering on idiotic. But this ‘gee golly’ vax-encouragement tweet is the best you got? Yikes.,,Twitter for iPhone
Michael J Sheehy,,Buy my new album https://t.co/VCotxbzj2p,False,2021-09-03 10:48:11,"@stretchmc Usually I’d ignore a post like yours and the only reason I’ve pulled you on it is because I consider you a friend. For the record, I am not in favour of mandatory vaccines, nor am I in favour of a vaccine passport.",,Twitter Web App
Ⓐ🏴🕊🔴,"Liverpool, England",Anti-Authority. Anti-Capitalism. Anti-Fascist. Pro-Choice. Against Vaccine Passports. LFC. Anarchist. Far-Left. He/Him. Sometimes serious sometimes joking.,False,2021-09-03 10:47:46,@NewsForAllUK Need a vaccine pass for that I’m afraid!,,Twitter for iPhone
Dagoberto J. Torres H.,,"""Las personas que están lo suficientemente locas como para pensar que pueden cambiar el mundo… son quienes lo cambian”.  
- Steve Jobs",False,2021-09-03 10:47:25,"The Orwellian Vaccine Passport Agenda Relies On The Lie Of The ""Social Contract""
https://t.co/ijLWSqOZLD",,Twitter Web App
Garry Jenkin,"Carrollton, TX",The future is in data analytics and humor. #analytics #AI #dataviz #neuralnetwork #humor https://t.co/PlvdMyKz0l https://t.co/Lrqtche6ed https://t.co/KaKqlKqY7W,False,2021-09-03 10:47:20,"EXCLUSIVE COVERAGE: Massive Crowd At Vax Mandate Protest, Even NY Union Leaders Taking de Blasio’s Vaccine Passport/Mandate to Court https://t.co/hgDQJjlx2Z via @pamelageller",,Twitter Web App
Oldies 100.9,"Brighton, Ontario","Local News First I 100.9 FM I Text: 1-888-668-0967 I 
Listen/Stream OLDIES 100.9: https://t.co/Vqp9hVfz2H",False,2021-09-03 10:46:54,Chamber leaders react to vaccine passport certificate policy https://t.co/5dtuOApjrc,,Twitter for iPhone
ITSMETOO2🇨🇦PPC BERNIER NATION,,,False,2021-09-03 10:46:49,"COVID-19 Vaccine Passport Expires 6 Months After 2nd Dose as Booster Shots Mandated: Israeli Officials
https://t.co/IeaDlwSsFX
@roccogalatilaw @MaximeBernier @MarkFriesen08 @peoplespca",,Twitter Web App
StandForFreedom.ca,Police State - Nova Scotia,Follower of Jesus. Jesus is essential and we must repent of our sins. Call on the name of Jesus! #standforfreedom,False,2021-09-03 10:44:52,"Many took the vaccine to get your freedom back...but wait now you need a vaccine passport. So glad even the people who are vaxxed are realizing this. Because after the passport, need your booster shot...than it will be something else it will not end.",,Twitter Web App
Billy McKirdy,"Edinburgh, Scotland",On a mission to find the like minded out there. Socialist Humanist Optimist       That’s my wee family above x,False,2021-09-03 10:44:37,@HibernianFC Is this the vaccine passport Derby? 🤔,,Twitter for iPhone
Carl,London,"Books, travel, sport lover (especially cricket and tennis). Mostly liberal.",False,2021-09-03 10:44:33,@oflynnsocial Probably depends how important you think your ‘vaccine passport’ will be. It’ll almost certainly eventually be regarded as expired unless you get a 3rd jab (and maybe more following).,,Twitter for iPhone
Nolan Thorn,,"Fearless. 
Favorite movie is the White Squall.
Saved by the Blood of Jesus Christ. 
Holy Spirit troublemaker. 
Take your oath to the Constitution.",False,2021-09-03 10:44:33,"So a voterID is wrong, but a vaccine passport which involves maybe even more information and a more intrusive way to get the vaccine passport is ok?
What world does this make sense?
Maybe in this Covid-19 fear dominated Country. Please!",,Twitter Web App
pride 🤷🏼‍♂️,USA,,False,2021-09-03 10:44:30,So I’m NY  you can’t eat in restaurant without vaccine passport even if you don’t have Covid but you can eat in doors with passport e,,Twitter for iPhone
Family & Liberty 🇺🇸🇹🇼,,Just a dude. Here for political news and Star Trek. (Lean libertarian.),False,2021-09-03 10:44:14,"@LionOfKhumJung Almost like ""show me your papers"" for a vaccine passport. To be fair, that's the one aspect of the Texas law that I don't like. Don't encourage snitching. You know the government is garbage when they are turning citizens against each other to take heat off themselves.",,Twitter for Android
Gordo,,Celtic 🍀 Failure is not an option 🇺🇦,False,2021-09-03 10:43:48,Will I need a covid passport for the Joshua Usyk fight ? @MatchroomBoxing @EddieHearn,,Twitter for iPhone
Goldie Elaine,,"Happily Married 5 Grandkids 2 pups 4 chickens and a Stagecoach
Daughter of a proud Marine Mom 1923-2018",False,2021-09-03 10:42:56,"EXCLUSIVE COVERAGE: Massive Crowd At Vax Mandate Protest, Even NY Union Leaders Taking de Blasio’s Vaccine Passport/Mandate to Court
https://t.co/ngRqPv28vn",,Twitter Web App
Sue - Accountability Matters,UK,Informing and empowering people to stand up for themselves against tyrannical authorities. No Vax Passports. No more lockdowns. Signposting your local protests.,False,2021-09-03 10:42:51,"Because these are all separate means of identity. The ""Covid Passport"" potentially allows ALL your personal/health data to be stored in one place and probably added to in the near future. https://t.co/G1lhsRuOxN",,Twitter Web App
Ryan,,,False,2021-09-03 10:42:16,"@Strewth10 @davidkurten The tweet has nothing to do with being vaccinated or not, the issue is the vaccine passport. There are many currently fully jabbed people that are against passports for obvious reasons.",,Twitter for Android
Kosmo with a K,,"Intellectually curious, 30 year professional in the crazy business of investing.....our monetary system has two choices, inflate or die.",False,2021-09-03 10:42:04,The Orwellian Vaccine Passport Agenda Relies On The Lie Of The “Social Contract” - https://t.co/r4xXIl5mbO https://t.co/mV5B9GWZoC,,Twitter for iPad
The Herald,Scotland,Subscribe to https://t.co/FGHSJXiUNb for exclusive access to expert opinion and unrivalled insight. https://t.co/Kd3n6HI7Dh,True,2021-09-03 10:41:57,Here's how to get your vaccine passport QR code from today https://t.co/Veunm8Ur9n,,TweetDeck
Enzo Fabio Maguire,,bored and grumpy tbh 🤷🏻‍♀️,False,2021-09-03 10:40:04,Whoo hoo getting my vaccine passport now I can travel 🙄 was going to see Celtic but the wankers are in Seville that week ffs 🤬,,Twitter for Android
becki,INT. SOMEWHERE - SOMETIME,another day another croissant ✨she/her✨,False,2021-09-03 10:38:55,"@aldideathqueue Get the NHS app (the normal one not the Covid one), then report your negative test there and it will give you a Covid Passport that's valid for 48 hours x",,Twitter for Android
Jaime Garcia,,"Just an old fart,a shit disturber waiting for my expiry date.A sarcastic person but loves life,pets and people except MAGAts.MENSA reject !
No DM's",False,2021-09-03 10:38:28,"Doug Ford announces Ontario COVID-19 vaccine passport for indoor activities to start Sept. 22
https://t.co/5zuEwrI5Qx
Shouldn't that be done in the US too???",,Twitter Web App
Didgeridoo,,Lover of art and photography. Believer in healthy scepticism.,False,2021-09-03 10:38:27,@SarahPlumleyUK I saw a pic of the Catalan Covid Passport App which sets out 8 doses.,,Twitter for Android
grace,she/her-19-london/the north,harry styles and mason mount enthusiast.,False,2021-09-03 10:37:57,@aldideathqueue i think you need to log it on the nhs app - not the covid app. and then it gives you a covid pass which the people at the event will scan,,Twitter for iPhone
Patricia Smith,VT,Vermont boomer voting for @BernieSanders for over a decade. #Bernie2020 #NotMeUs Ready for justice for all! Ready to help save the planet!,False,2021-09-03 10:37:08,"Are humans no longer capable of logical thought? These vaccines DON'T PREVENT SPREAD! What possible justification is there for a ""vaccine passport""? Get the vaccine if it's right for you, but don't walk around thinking you are protecting others. Masks do that better. https://t.co/kXg1Po0ctt",,Twitter Web App
