,0
vaccine passport kindergarten,1.0
able covid passport,1.0
vaccine passport readyyy,1.0
like virus ask,1.0
implement social credit,1.0
love paragraph article,1.0
reference vaccine passport,1.0
deny covid passport,1.0
hey vaccine pass,1.0
question covid pass,1.0
closure resist kelowna,1.0
sir vaccine passport,1.0
raider vaccine passport,1.0
finally pass sanitaire,1.0
refuse vaccine passport,1.0
virus ask people,1.0
tell application listen,1.0
ask people covid,1.0
love screw vaccinepassport,1.0
covid passport cancel,1.0
pass sanitaire come,1.0
accept pass sanitaire,1.0
legislation job saveamerica,1.0
outlaw pass sanitaire,1.0
vaccine passport stupidity,1.0
require mayor freely,0.9996410500872126
vaccine passport time,0.9989933632980958
racist require vaccine,0.997648237711036
vaccine passport welcome,0.9957660673461335
anti health pass,0.9940914377446428
society vaccine passport,0.9912501951212005
health pass introduce,0.9899719071761394
business vaccine passport,0.9897891191777686
vaccine passport fail,0.985692710982403
freedom vaccine passport,0.9846048825865549
exist vaccine passport,0.9844375469396999
vaccine passport business,0.9837469121628999
vaccine passport form,0.9798963255349172
vaccine passport necessary,0.9748500657957213
vaccine passport voter,0.973343703019445
pull vaccine passport,0.969918566147165
walk vaccine passport,0.9676365146127073
vaccine passport expire,0.9658442335525156
vaccine passport thing,0.965137554298782
vaccine passport worker,0.9647246562283007
produce vaccine passport,0.9572401485463076
passport scheme work,0.9545531471483344
time vaccine passport,0.9537276927203351
impose vaccine passport,0.9525365694452189
vaccine passport try,0.9515874863153282
yellow book page,0.9491401198451443
list vax ve,0.9491401198451443
page inside page,0.9491401198451443
ve administer little,0.9491401198451443
place visit country,0.9491401198451443
little yellow book,0.9491401198451443
administer little yellow,0.9491401198451443
vax ve administer,0.9491401198451443
page list vax,0.9491401198451443
yellow book place,0.9491401198451443
book page inside,0.9491401198451443
visit country require,0.9491401198451443
inside page list,0.9491401198451443
book place visit,0.9491401198451443
passport yellow book,0.9491401198451443
hope vaccine passport,0.9436522337538822
vaccine covid passport,0.943572661822363
slams shameful vaccine,0.9423304882380574
vaccine passport ban,0.9423304882380574
ceo slams shameful,0.9423304882380574
shameful vaccine passport,0.9423304882380574
issue vaccine passport,0.9357074662984635
introduce covid vaccine,0.9350784190416512
major introduce covid,0.9350784190416512
vaccine passport shot,0.9335821631270851
covid pass covid,0.9324703783041299
vaccine pass apartheid,0.9313475407572755
future vaccine passport,0.9286207939765938
use clear health,0.9274520805071734
guess vaccine passport,0.9244830020450405
live vaccine mandatory,0.9211756126497352
health worker legault,0.9211756126497352
vaccine passport free,0.9207651939174493
ask covid passport,0.9182771214879617
vaccine passport fine,0.9123242999296118
majority want vaccine,0.9118184923078935
vaccine passport implement,0.9066876793116296
fan attend game,0.9002414860385775
allow fan attend,0.9002414860385775
game wear mask,0.9002414860385775
vaccine passport fight,0.8995230799000429
bar vaccine passport,0.8994078310809468
vaccine passport sense,0.8963005368566406
vaccination clear free,0.8961334682239738
business want vaccine,0.8955137875675416
add covid passport,0.8954494957922847
passport people right,0.8953356452915417
vaccine passport important,0.8953228458946713
covid passport requirement,0.8946452129872344
vaccine pass absurd,0.8944271909999159
jabs idea vaccine,0.8944271909999159
new case jabs,0.8944271909999159
case jabs idea,0.8944271909999159
idea vaccine pass,0.8944271909999159
proof covid vaccination,0.893796397219103
people vaccinate covid,0.89063412474367
vaccine pass use,0.8888909314459954
health pass application,0.8878318883518023
vaccine passport leave,0.887208480992135
passport enter excellent,0.8869177093883732
market require vaccine,0.8869177093883732
enter excellent destroy,0.8869177093883732
excellent destroy support,0.8869177093883732
vaccine passport football,0.8867442168294715
passport football match,0.8867442168294715
covid pass require,0.8850221183342548
vaccine passport mark,0.8814068250111681
vaccine passport situation,0.8795305955821144
strongly suggest restaurant,0.8792087170397929
restaurant cafe business,0.8792087170397929
google software engineer,0.8792087170397929
software engineer strongly,0.8792087170397929
enforce country vaccine,0.8792087170397929
cafe business enforce,0.8792087170397929
suggest restaurant cafe,0.8792087170397929
evidence google software,0.8792087170397929
business enforce country,0.8792087170397929
engineer strongly suggest,0.8792087170397929
mandatory vaccine pass,0.8776362703332237
vaccine passport montreal,0.877020142339253
delete vaccine passport,0.8769177701426721
form vaccine passport,0.8756163594105496
health pass mandatory,0.8752078417391442
pass mandatory shopping,0.8752078417391442
mandatory shopping mall,0.8752078417391442
pass look like,0.8747128750936806
cinema loss activity,0.8723791042217452
pass cinema loss,0.8723791042217452
carry vaccine passport,0.870984851109216
pass vaccinate covid,0.8620444190128465
people think vaccine,0.8614621693440498
health pass clear,0.8607654883042579
clear application health,0.8600810373192619
bet need vaccine,0.859183644868535
vaccine passport date,0.8494024161681114
common sense rule,0.8480277287839527
epicenter common sense,0.8480277287839527
epicenter epicenter common,0.8480277287839527
city require vaccine,0.8469783591212656
flying require vaccine,0.8469783591212656
left voter racist,0.8461384759540673
uk digital covid,0.8456707350164543
visit son delay,0.8456707350164543
look like trip,0.8456707350164543
trip visit son,0.8456707350164543
like trip visit,0.8456707350164543
digital covid passport,0.8456707350164543
covid passport look,0.8456707350164543
officer health look,0.84159037322326
health look regional,0.84159037322326
medical officer health,0.84159037322326
look regional vaccine,0.84159037322326
digital health pass,0.8406406677189997
pass mobile application,0.8404873084652061
health pass mobile,0.8404873084652061
allow vaccine passport,0.8386714217018563
care vaccine passport,0.8325319816970235
covid vaccine mandate,0.830395459510373
vaccine passport answer,0.8269580554473448
vaccine passport event,0.8257461644032831
vaccinated person covid,0.8236891641763799
card start vaccine,0.8236159440621168
passport mandate ignore,0.8226319244795278
world vaccine passport,0.8208754366655515
vaccination status visitor,0.8193232999960229
visitor vaccine passport,0.8193232999960229
check vaccination status,0.8193232999960229
festival check vaccination,0.8193232999960229
status visitor vaccine,0.8193232999960229
deblasio vaccine passport,0.8179429551128712
vaccine passport interstate,0.8164965809277259
blast report vaccine,0.8164965809277259
biden blast report,0.8164965809277259
passport interstate travel,0.8164965809277259
report vaccine passport,0.8164965809277259
outrageous biden blast,0.8164965809277259
curve vaccine passport,0.8164672606989181
vaccine passport vote,0.8154934608589187
vaccine passport jab,0.8143614390547269
vaccine passport reason,0.8116661200348496
require health pass,0.8109104435590124
vaccine passport hack,0.8107029256312193
covid pass okay,0.8107029256312193
people need vaccine,0.8080588673212459
vaccine passport gullible,0.8079222679548275
vaccine passport okay,0.8059054381205292
covid pass negative,0.8056573203127555
recover covid pass,0.8051033136595838
passport start refuge,0.8049742503020704
resist vaccine passport,0.8049742503020704
little vaccine passport,0.8035545659672894
refuse enforce rule,0.8018378067568525
health pass cost,0.8018378067568525
refuse enforce vaccinepassport,0.8018378067568525
risk infect vaccinated,0.8011364806530061
likely risk infect,0.8011364806530061
vaccinated people spread,0.8011364806530061
vaccine pass test,0.7984153131112333
columnist explain save,0.7962975103075124
explain save digital,0.7962975103075124
restaurant club columnist,0.7962975103075124
club columnist explain,0.7962975103075124
passport enter thank,0.794892799059272
sure ask vaccine,0.794892799059272
sort like vaccine,0.794892799059272
passport need moneycontrol,0.794892799059272
wear face mask,0.7936408437255005
vaccine need vaccine,0.7932202173183094
mandate covid vaccine,0.7924567784528266
want covid passport,0.7911971971110734
current vaccine passport,0.7908529522491289
wear mask vaccinate,0.7897608856606606
negative test result,0.788520410092274
turn bad business,0.7874027977485103
passport turn bad,0.7874027977485103
bad business lockdown,0.7874027977485103
head regional vaccine,0.7874027977485103
pass protester eu,0.7868073244413729
pass protester opinion,0.7868073244413729
covid passport people,0.7845149865526586
pass negative test,0.7828647376512705
lockdown vaccine passport,0.7824062178244091
vaccine passport proof,0.7822789088498394
mayor vaccine passport,0.782190904239696
vaccine passport freedom,0.7819267295930445
variant vaccine passport,0.7814646908555151
vaccine passport resident,0.7808419205922884
passport enter building,0.7785894105518687
prime vaccine passport,0.7771363971201185
worry vaccine passport,0.7769188537274432
good luck exist,0.7759444504552173
luck exist vaccine,0.7759444504552173
vaccine card vaccine,0.7732138407803733
fight vaccine passport,0.7716871763304789
passport protest want,0.7714857903097833
covid passport space,0.7714857903097833
spread vaccine passport,0.7692774236427027
passport vaccine passport,0.7687043332172823
sign amp italy,0.7681274950300072
passport green pass,0.7681274950300072
pass sign amp,0.7681274950300072
italy heart liberty,0.7681274950300072
amp italy heart,0.7681274950300072
citizen walk vaccine,0.7681274950300072
green pass sign,0.7681274950300072
vaccine passport green,0.7681274950300072
vaccine passport completely,0.7661580797030556
stop vaccine passport,0.7650692294280825
vaccine passport buy,0.7635775582510933
vaccine passport refuse,0.7632841120147373
vaccine passport happy,0.7609783033371607
proof vaccination status,0.7601862627797953
mandatory vaccination vaccine,0.7600644045474657
need vaccine card,0.7591765735553344
vaccine passport happen,0.7577803400898513
vaccine passport evolve,0.7577803400898513
covid task force,0.7559289460184544
platform traveler covid,0.7559289460184544
health pass platform,0.7559289460184544
online health pass,0.7559289460184544
task force okay,0.7559289460184544
traveler covid task,0.7559289460184544
pass platform traveler,0.7559289460184544
vaccination centre vandalise,0.753636807240454
centre vandalise health,0.753636807240454
vandalise health pass,0.753636807240454
excited use covid,0.7491751725726717
covid passport restaurant,0.7466013351582955
change mind vaccine,0.744320793138634
huge political pressure,0.744320793138634
vaccine passport anymore,0.7409325439184322
announcement th need,0.7409325439184322
need use vaccine,0.7409325439184322
th need use,0.7409325439184322
pssst covid amp,0.7387400055713272
request covid pass,0.7387400055713272
stay like covid,0.7387400055713272
actually advocate vaccine,0.7387400055713272
life vaccine passport,0.7369684685967607
passport build entry,0.7356825185975167
vaccine passport build,0.7356825185975167
entry medical exemption,0.7356825185975167
build entry medical,0.7356825185975167
vaccine passport line,0.7307713711297043
propose vaccine passport,0.7307592115542307
vaccine passport enjoy,0.7281233751611096
vaccine passport national,0.726514476311187
vaccine passport available,0.7254597393002593
passport expire month,0.7254597393002593
admit future vaccine,0.7254597393002593
vaccine passport slide,0.7254597393002593
tell let vaccine,0.7254597393002593
better fucking vaccine,0.7254597393002593
crazy business vaccine,0.7254597393002593
hope let vaccine,0.7254597393002593
vaccine passport support,0.7249893070443765
passport yellow star,0.7193062130271668
pass feature allow,0.7151666989717897
game proof covid,0.7151666989717897
home game proof,0.7151666989717897
covid vaccination clear,0.7151666989717897
raiders require attendee,0.7151666989717897
attendee home game,0.7151666989717897
require attendee home,0.7151666989717897
feature allow fan,0.7151666989717897
vaccine health pass,0.7142648202410553
require vaccination freely,0.7138502963504256
mayor begin require,0.7138502963504256
begin require vaccination,0.7138502963504256
racist dem mayor,0.7138502963504256
longer racist dem,0.7138502963504256
dem mayor begin,0.7138502963504256
sure vaccine passport,0.71233496252418
mandate vaccine pass,0.712294086454121
vaccine passport double,0.7107075988023794
gov desantis vaccine,0.7106594061724075
cruise line tell,0.7106594061724075
line tell fl,0.7106594061724075
desantis vaccine passport,0.7106594061724075
tell fl gov,0.7106594061724075
fl gov desantis,0.7106594061724075
health vaccine passport,0.7092093347048454
vax covid passport,0.7085957331594717
jab covid pass,0.7085957331594717
escape vaccine passport,0.7071067811865476
vaccine passport letter,0.7071067811865476
hide herpe vaccine,0.7071067811865476
vaccine pass bigot,0.7071067811865476
outdoors vaccine passport,0.7071067811865476
man hatchet vaccine,0.7071067811865476
helpful rid vaccine,0.7071067811865476
hatchet vaccine passport,0.7071067811865476
herpe vaccine passport,0.7071067811865476
orange obtain vaccine,0.7071067811865476
mexico vaccine passport,0.7071067811865476
vaccine passport text,0.7071067811865476
french new law,0.7071067811865476
vaccine passport horrible,0.7071067811865476
herd immunity impossible,0.7071067811865476
license vaccine passport,0.7071067811865476
obtain vaccine passport,0.7071067811865476
vaccine passport bitch,0.7071067811865476
info week arrive,0.7071067811865476
nonsense digital imply,0.7071067811865476
pass guy look,0.7071067811865476
leader vaccine passport,0.7071067811865476
letter info week,0.7071067811865476
macron covid pass,0.7071067811865476
idiot vaccine passport,0.7071067811865476
facist covid passport,0.7071067811865476
participate vaccine passport,0.7071067811865476
vaccine passport castle,0.7071067811865476
vaccination herd immunity,0.7071067811865476
jail travel vaccine,0.7071067811865476
vaccine passport nut,0.7071067811865476
test positive covid,0.7071067811865476
sink vaccine passport,0.7071067811865476
distraction adjustment covid,0.7071067811865476
trust vaccine passport,0.7071067811865476
unite uniform vaccine,0.7071067811865476
die response terrorist,0.7071067811865476
covid pass reaction,0.7071067811865476
positive covid pass,0.7071067811865476
citizen defeat vaccine,0.7071067811865476
covid pass guy,0.7071067811865476
covid pass constitution,0.7071067811865476
promise support business,0.7071067811865476
travel vaccine passport,0.7071067811865476
shot sufficient vaccine,0.7071067811865476
think trust vaccine,0.7071067811865476
protest macron covid,0.7071067811865476
apple wallet yes,0.7071067811865476
travel mexico vaccine,0.7071067811865476
constitution covid pass,0.7071067811865476
rid vaccine passport,0.7071067811865476
comply die response,0.7071067811865476
pushback sink vaccine,0.7071067811865476
wo win vaccine,0.7071067811865476
clear facist covid,0.7071067811865476
timing covid pass,0.7071067811865476
check vaccine pass,0.7071067811865476
defeat vaccine passport,0.7071067811865476
driver license vaccine,0.7071067811865476
win vaccine passport,0.7071067811865476
passport horrible idea,0.7071067811865476
passport nonsense digital,0.7071067811865476
adjustment covid pass,0.7071067811865476
wallet yes use,0.7071067811865476
actuality french new,0.7071067811865476
twice people sanitaire,0.7071067811865476
support business voteppc,0.7071067811865476
tell outdoors vaccine,0.7071067811865476
uniform vaccine passport,0.7071067811865476
sufficient vaccine passport,0.7071067811865476
passport text happen,0.7071067811865476
people sanitaire write,0.7071067811865476
vaccine passport lead,0.7066471341105804
covid test result,0.705547743213365
vaccine passport day,0.7054502660995292
covid pass vaccine,0.7016955356935367
think need vaccine,0.7014850740595471
covid covid passport,0.6987133876654921
health pass work,0.6965824410536186
passport stop nonsense,0.6962392211864162
vaccine passport medical,0.6960723426160813
covid passport come,0.6958756738370299
vaccine passport room,0.6925742623349155
wo nice try,0.6867225683604444
vaccine passport fully,0.6862930999672581
passport fully vaccinate,0.6862930999672581
want implement vaccine,0.6856567851450739
passport burn choice,0.6847590209704765
vaccinate issue vaccine,0.6847590209704765
burn choice submission,0.6847590209704765
passport money tip,0.6843161114351886
electronic vaccine passport,0.6836540692126936
away vaccine passport,0.683612274229515
instead vaccine passport,0.6830563505565884
passport mandate mask,0.680753694287216
negative lateral flow,0.6801706486814754
vaccine passport maybe,0.6791857456638541
vaccine passport test,0.6784134043482402
vaccine passport use,0.6782991102060201
mayor freely post,0.6761794690992325
freely post millennial,0.6761794690992325
person burn vaccine,0.6749650644926704
vaccine passport seat,0.6745998343239535
vaccine passport bad,0.6743689087677239
tous anti covid,0.6707284533253177
read twice refer,0.669470046178087
refer committee rule,0.669470046178087
twice refer committee,0.669470046178087
act read twice,0.669470046178087
committee rule administration,0.669470046178087
passport voter harmonization,0.669470046178087
voter harmonization act,0.669470046178087
harmonization act read,0.669470046178087
vaccine passport indoor,0.6687324691243235
protest anti vaccine,0.6672556588368546
know need vaccine,0.6659656583038803
tell vaccine passport,0.6656043985148831
vaccine pass look,0.6632486264019833
fake covid passport,0.6603987998411969
covid pass way,0.6593679654670218
vaccine passport valid,0.6573509373125781
require covid vaccine,0.6525051760290489
vaccine passport unlock,0.6516832541116757
passport unlock cell,0.6516832541116757
vaccine passport mug,0.6516832541116757
passport mug subway,0.6516832541116757
passport ve brother,0.6503396236380301
loss activity finding,0.6493902684664831
border vaccine passport,0.6487664173993505
pass use discriminate,0.6465509975678838
prove vaccine pass,0.6465509975678838
opinion require vaccine,0.646308818882837
honest opinion require,0.646308818882837
citizen covid passport,0.6450507485577646
yes mask mandate,0.643485743959631
talk vaccine passport,0.6390652536449382
vaccine passport nhs,0.6384370832190849
passport nhs application,0.6384370832190849
passport welcome communism,0.6381694722647712
technically clear health,0.6381694722647712
mandate federal worker,0.6380241546576746
vaccine mandate federal,0.6380241546576746
require sit grow,0.6371565760840104
passport require sit,0.6371565760840104
vaccine pass kill,0.6348475885991447
vaccine come mandatory,0.6348475885991447
kill small business,0.6348475885991447
professional vaccine come,0.6348475885991447
believe little thought,0.6348475885991447
small business believe,0.6348475885991447
pass kill small,0.6348475885991447
business believe little,0.6348475885991447
come mandatory vaccine,0.6348475885991447
application good vaccine,0.6346273089636064
vaccine passport telephone,0.6332485156189729
passport telephone number,0.6332485156189729
