,index,trigram,value
92,92,covid vaccine pass,1.9959976677300064
93,93,vaccine passport negative,1.9895658964336964
94,94,health pass feature,1.9707260583734267
95,95,vaccination vaccine passport,1.9506845626309024
96,96,vaccine passport allow,1.9448233754173536
97,97,place vaccine passport,1.9347152154617704
98,98,vaccine passport rule,1.9277531548357256
99,99,vaccine passport money,1.924392897190428
100,100,maybe vaccine passport,1.9112858626247176
101,101,vaccine passport policy,1.8709984266827764
102,102,vaccine passport app,1.85807943220964
103,103,start vaccine passport,1.8565941208820853
104,104,vaccine passport covid,1.8358373888192745
105,105,vaccinate covid pass,1.827059016231195
106,106,want introduce vaccine,1.823091450694204
107,107,know vaccine passport,1.817876913159095
108,108,eat vaccine passport,1.8094572463789544
109,109,mobile application health,1.8064369710037007
110,110,digital vaccine passport,1.792570761118682
111,111,protest vaccine passport,1.7869262310184453
112,112,stand vaccine passport,1.7836538509469326
113,113,need covid pass,1.7736223607194552
114,114,true extremism globalist,1.7668559801211077
115,115,health pass tyranny,1.7668559801211077
116,116,pass tyranny reveal,1.7668559801211077
117,117,reveal true extremism,1.7668559801211077
118,118,tyranny reveal true,1.7668559801211077
119,119,vaccine passport program,1.7594644660010277
120,120,herd immunity wsj,1.7456225261227232
121,121,vaccine passport plan,1.7301591028597192
122,122,vaccine passport ontario,1.7198253966571606
123,123,vaccine passport scheme,1.686778288275549
124,124,vaccine passport yellow,1.6833558706060583
125,125,consider fully vaccinate,1.675677615160026
126,126,vaccine passport think,1.651842340192829
127,127,mandatory health worker,1.6404722481509504
128,128,vaccine passport flu,1.6368059021534092
129,129,vaccine passport proposal,1.6298588155527085
130,130,card vaccine passport,1.6069161252106068
131,131,government vaccine passport,1.6060423591818904
132,132,announce vaccine passport,1.6004439800988224
133,133,clear roll vaccine,1.5973265397971843
134,134,passport require mayor,1.5960393181474632
135,135,mandatory vaccine passport,1.5956132508076697
136,136,use covid pass,1.5944499860117334
137,137,new vaccine passport,1.588574012506636
138,138,want covid pass,1.5742295122096712
139,139,amp vaccine pass,1.5710109431126105
140,140,vaccine passport idea,1.5653548010114535
141,141,voter racist vaccine,1.5608659527253912
142,142,bring vaccine passport,1.560787194444601
143,143,time ask vaccine,1.5582645847164642
144,144,yes vaccine passport,1.5357723947455977
145,145,work vaccine passport,1.5338198459342696
146,146,create vaccine passport,1.519291267613282
147,147,regional vaccine passport,1.506993206312711
148,148,vaccine pass covid,1.5009737621776644
149,149,test vaccine passport,1.486727084558357
150,150,vaccine passport help,1.4804022155304888
151,151,eligible vaccine passport,1.462640844548521
152,152,eye victory covid,1.4568650772902536
153,153,victory covid vaccine,1.4568650772902536
154,154,vaccine passport check,1.4559461665926108
155,155,accept vaccine passport,1.4422720123035848
156,156,need vaccine pass,1.4319402957808385
157,157,passport look like,1.4279694120606072
158,158,owner withdraw consent,1.4154742463203225
159,159,business owner withdraw,1.4154742463203225
160,160,withdraw consent supervisors,1.4154742463203225
161,161,supervisors vaccine passport,1.4154742463203225
162,162,consent supervisors vaccine,1.4154742463203225
163,163,pass vaccination policy,1.4142135623730951
164,164,health pass vaccination,1.4142135623730951
165,165,vaccine passport mean,1.405090637561957
166,166,require proof vaccination,1.3996957232244112
167,167,institute vaccine passport,1.3939323509739314
168,168,federal vaccine passport,1.3852513525148789
169,169,globalist faux centrism,1.3823782714921442
170,170,extremism globalist faux,1.3823782714921442
171,171,point vaccine passport,1.3799241193473264
172,172,let vaccine passport,1.3765292102304256
173,173,vaccine mandatory health,1.3657685258032677
174,174,like covid pass,1.3611726480831097
175,175,attend game wear,1.3531502239149962
176,176,participant placebo vaccine,1.3456559032830777
177,177,covid zahawi matter,1.3456559032830777
178,178,fully vaccinate uk,1.3456559032830777
179,179,zahawi matter novavax,1.3456559032830777
180,180,placebo vaccine consider,1.3456559032830777
181,181,rat earn vaccine,1.3456559032830777
182,182,jab lab rat,1.3456559032830777
183,183,vaccine consider fully,1.3456559032830777
184,184,volunteer jab lab,1.3456559032830777
185,185,lab rat earn,1.3456559032830777
186,186,uk amp vaccine,1.3456559032830777
187,187,trial participant placebo,1.3456559032830777
188,188,vaccinate uk amp,1.3456559032830777
189,189,earn vaccine pass,1.3456559032830777
190,190,pass covid zahawi,1.3456559032830777
191,191,novavax trial participant,1.3456559032830777
192,192,matter novavax trial,1.3456559032830777
193,193,mean vaccine passport,1.3441621091805924
194,194,vaccine passport soon,1.333737189050332
195,195,vaccine passport watch,1.3285875472415851
196,196,wait vaccine passport,1.327776072125324
197,197,check covid pass,1.3207704879377051
198,198,covid passport require,1.31981329673782
199,199,vaccine passport nonsense,1.3135101729994794
200,200,professional vaccine passport,1.3075503164286413
201,201,vaccine passport let,1.306542382214627
202,202,vaccine passport sure,1.3043809167088238
203,203,ve vaccine passport,1.2981240277938646
204,204,covid pass letter,1.2942143390510328
205,205,vaccine passport way,1.2893266552853526
206,206,probably want covid,1.287746937714553
207,207,voter racist require,1.2848458601496076
208,208,vaccine passport gym,1.2846844285386048
209,209,covid pass nhs,1.2816598042926095
210,210,covid pass proof,1.2807601549473264
211,211,wo vaccine passport,1.2705233344182612
212,212,vaccine passport comply,1.269611061313451
213,213,provide vaccine passport,1.2577746245525667
214,214,ponzi scheme lockdown,1.256565289672665
215,215,digital ponzi scheme,1.256565289672665
216,216,passport digital ponzi,1.256565289672665
217,217,scheme lockdown humanity,1.256565289672665
218,218,lockdown humanity expose,1.256565289672665
219,219,country vaccine passport,1.2563394290032932
220,220,covid pass accept,1.2498246918706521
221,221,fucking vaccine passport,1.2453690785200648
222,222,large protest domestic,1.2453073806341757
223,223,protest domestic vaccine,1.2453073806341757
224,224,like covid passport,1.2431302849595642
225,225,vaccine passport human,1.2391903431123168
226,226,application covid pass,1.2319327469936914
227,227,lateral flow test,1.2263093348243437
228,228,sort vaccine passport,1.2223721114144572
229,229,vaccine passport face,1.216771916628772
230,230,passport identification enter,1.2156563523999888
231,231,covid passport identification,1.2156563523999888
232,232,protest covid passport,1.2118280463933893
233,233,vaccine passport control,1.2117023408328988
234,234,vaccine passport know,1.207816029710752
235,235,covid pass check,1.207074687704597
236,236,vaccine passport amp,1.199299522453656
237,237,vaccine passport huge,1.1982694944173529
238,238,free mobile application,1.1899211197301676
239,239,clear free mobile,1.1899211197301676
240,240,vaccine passport shit,1.1888973094248765
241,241,law vaccine passport,1.1840330857699026
242,242,oppose vaccine passport,1.182820834182729
243,243,passport covid test,1.17237780326587
244,244,people spread virus,1.1719325300840295
245,245,vaccine passport burn,1.1715613733993
246,246,happen vaccine passport,1.1656715999814296
247,247,use health pass,1.1582809285524296
248,248,demand vaccine passport,1.1575078926529478
249,249,vaccine passport issue,1.1550050190402792
250,250,vaccine passport license,1.1516834219666845
251,251,passport license spread,1.1516834219666845
252,252,public health director,1.1501967131481945
253,253,old public health,1.1501967131481945
254,254,spike case old,1.1501967131481945
255,255,case old public,1.1501967131481945
256,256,cause spike case,1.1501967131481945
257,257,advocate vaccine passport,1.1434040650174746
258,258,country require proof,1.143289242407342
259,259,covid pass like,1.142326597884194
260,260,vaccine passport paper,1.1412515157174363
261,261,home covid quarantine,1.1409586535977123
262,262,government drag home,1.1409586535977123
263,263,passport government drag,1.1409586535977123
264,264,drag home covid,1.1409586535977123
265,265,vaccine passport apply,1.1379216290526004
266,266,vaccine passport like,1.136623095900673
267,267,protest health pass,1.135939905353964
268,268,comply vaccine passport,1.1346961623103722
269,269,covid amp pass,1.1256592787531494
270,270,pass nhs application,1.1187279513477042
271,271,vaccine passport life,1.1170422228345185
272,272,mask mandate vaccine,1.1165981395309073
273,273,burn vaccine passport,1.1151293606120187
274,274,purpose vaccine passport,1.1086685502492295
275,275,tell purpose vaccine,1.1086685502492295
276,276,vaccine passport quebec,1.1046718642503164
277,277,vaccine passport tell,1.0916925905177732
278,278,vaccine passport wait,1.0905332701149442
279,279,vaccine passport look,1.0823557706496696
280,280,vaccine passport protect,1.0785054519358623
281,281,reject mandatory health,1.070553635181844
282,282,protest reject mandatory,1.070553635181844
283,283,mandatory health pass,1.070553635181844
284,284,vaccine passport illegal,1.0700163020097273
285,285,proof negative test,1.0691175780189002
286,286,test covid passport,1.064300653043954
287,287,agree vaccine passport,1.0600284155212236
288,288,infect vaccinated people,1.0590501997081696
289,289,vaccine passport passport,1.0547869464657889
290,290,hey vaccine passport,1.0535109137576038
291,291,vaccine passport talk,1.0510943667292645
292,292,funny vaccine passport,1.0494372531983225
293,293,vaccine passport apartheid,1.0480845538334391
294,294,vaccine passport ve,1.0476476378259914
295,295,want vaccine pass,1.0468024454851976
296,296,require good restaurant,1.0447155198127216
297,297,digital copy register,1.0447155198127216
298,298,good restaurant club,1.0447155198127216
299,299,register eligible vaccine,1.0447155198127216
300,300,vaccine card soon,1.0447155198127216
301,301,save digital copy,1.0447155198127216
302,302,copy register eligible,1.0447155198127216
303,303,card soon require,1.0447155198127216
304,304,soon require good,1.0447155198127216
305,305,health pass enter,1.0445118893202792
306,306,ask covid pass,1.0436693087561475
307,307,vaccine passport mandatory,1.043395735424983
308,308,vaccine passport crap,1.0388196602966482
309,309,push vaccine passport,1.03817544129114
310,310,vaccine passport ready,1.035445518220251
311,311,wonder vaccine passport,1.0353094242763563
312,312,vaccine passport good,1.0337044701578324
313,313,come vaccine passport,1.0331204119420574
314,314,sa hurdle clear,1.0329955602396137
315,315,hurdle clear roll,1.0329955602396137
316,316,suddenly longer racist,1.025964443093167
317,317,photo suddenly longer,1.025964443093167
318,318,vaccine passport turn,1.0235056777880347
319,319,require vaccine pass,1.0182505738118226
320,320,vaccine passport easily,1.0159417273430071
321,321,covid passport card,1.013526185801844
322,322,vaccine passport yes,1.0130750316939716
323,323,mind vaccine passport,1.0067406634303684
324,324,proof vaccine passport,1.0052002699226064
325,325,vaccine passport mask,1.005076888464557
326,326,national vaccine passport,1.0023430347398492
327,327,yeah vaccine passport,1.0001319586993689
328,328,pass sanitaire valide,1.0
329,329,unlikely spend time,1.0
330,330,job saveamerica donotcomply,1.0
331,331,covid passport cool,1.0
332,332,accuse favour apartheid,1.0
333,333,phone pocket track,1.0
334,334,work throw problem,1.0
335,335,write legislation job,1.0
336,336,symbol lamppost actual,1.0
337,337,vaccine passport problem,1.0
338,338,covid passport work,1.0
339,339,time remain unvaccinated,1.0
340,340,paper version want,1.0
341,341,psst vaccine pass,1.0
342,342,airtravel covid covid,1.0
343,343,saveamerica donotcomply freedom,1.0
344,344,like bus pass,1.0
345,345,illegitimacy vaccine passport,1.0
346,346,protest vaccinepassport losangele,1.0
347,347,people covid passport,1.0
348,348,vaccinated unlikely spend,1.0
349,349,spend time remain,1.0
350,350,vaccine passport restaurant,1.0
351,351,nope vaccine passport,1.0
352,352,affect vaccine passport,1.0
353,353,vaccine passport kindergarten,1.0
354,354,able covid passport,1.0
355,355,vaccine passport readyyy,1.0
356,356,like virus ask,1.0
357,357,implement social credit,1.0
358,358,love paragraph article,1.0
359,359,reference vaccine passport,1.0
360,360,deny covid passport,1.0
361,361,hey vaccine pass,1.0
362,362,question covid pass,1.0
363,363,closure resist kelowna,1.0
364,364,sir vaccine passport,1.0
365,365,raider vaccine passport,1.0
366,366,finally pass sanitaire,1.0
367,367,refuse vaccine passport,1.0
368,368,virus ask people,1.0
369,369,tell application listen,1.0
370,370,ask people covid,1.0
371,371,love screw vaccinepassport,1.0
372,372,covid passport cancel,1.0
373,373,pass sanitaire come,1.0
374,374,accept pass sanitaire,1.0
375,375,legislation job saveamerica,1.0
376,376,outlaw pass sanitaire,1.0
377,377,vaccine passport stupidity,1.0
378,378,require mayor freely,0.9996410500872126
379,379,vaccine passport time,0.9989933632980958
380,380,racist require vaccine,0.997648237711036
381,381,vaccine passport welcome,0.9957660673461336
382,382,anti health pass,0.9940914377446428
383,383,society vaccine passport,0.9912501951212004
384,384,health pass introduce,0.9899719071761394
385,385,business vaccine passport,0.9897891191777686
386,386,vaccine passport fail,0.985692710982403
387,387,freedom vaccine passport,0.9846048825865548
388,388,exist vaccine passport,0.9844375469397
389,389,vaccine passport business,0.9837469121629
390,390,vaccine passport form,0.9798963255349172
391,391,vaccine passport necessary,0.9748500657957212
392,392,vaccine passport voter,0.973343703019445
393,393,pull vaccine passport,0.969918566147165
394,394,walk vaccine passport,0.9676365146127072
395,395,vaccine passport expire,0.9658442335525156
396,396,vaccine passport thing,0.965137554298782
397,397,vaccine passport worker,0.9647246562283008
398,398,produce vaccine passport,0.9572401485463076
399,399,passport scheme work,0.9545531471483344
400,400,time vaccine passport,0.9537276927203352
401,401,impose vaccine passport,0.9525365694452188
402,402,vaccine passport try,0.9515874863153282
403,403,yellow book page,0.9491401198451443
404,404,list vax ve,0.9491401198451443
405,405,page inside page,0.9491401198451443
406,406,ve administer little,0.9491401198451443
407,407,place visit country,0.9491401198451443
408,408,little yellow book,0.9491401198451443
409,409,administer little yellow,0.9491401198451443
410,410,vax ve administer,0.9491401198451443
411,411,page list vax,0.9491401198451443
412,412,yellow book place,0.9491401198451443
413,413,book page inside,0.9491401198451443
414,414,visit country require,0.9491401198451443
415,415,inside page list,0.9491401198451443
416,416,book place visit,0.9491401198451443
417,417,passport yellow book,0.9491401198451443
418,418,hope vaccine passport,0.9436522337538822
419,419,vaccine covid passport,0.943572661822363
420,420,slams shameful vaccine,0.9423304882380574
421,421,vaccine passport ban,0.9423304882380574
422,422,ceo slams shameful,0.9423304882380574
423,423,shameful vaccine passport,0.9423304882380574
424,424,issue vaccine passport,0.9357074662984636
425,425,introduce covid vaccine,0.9350784190416512
426,426,major introduce covid,0.9350784190416512
427,427,vaccine passport shot,0.9335821631270852
428,428,covid pass covid,0.93247037830413
429,429,vaccine pass apartheid,0.9313475407572755
430,430,future vaccine passport,0.9286207939765938
431,431,use clear health,0.9274520805071734
432,432,guess vaccine passport,0.9244830020450404
433,433,live vaccine mandatory,0.9211756126497352
434,434,health worker legault,0.9211756126497352
435,435,vaccine passport free,0.9207651939174492
436,436,ask covid passport,0.9182771214879616
437,437,vaccine passport fine,0.9123242999296118
438,438,majority want vaccine,0.9118184923078936
439,439,vaccine passport implement,0.9066876793116296
440,440,fan attend game,0.9002414860385775
441,441,allow fan attend,0.9002414860385775
442,442,game wear mask,0.9002414860385775
443,443,vaccine passport fight,0.8995230799000429
444,444,bar vaccine passport,0.8994078310809468
445,445,vaccine passport sense,0.8963005368566406
446,446,vaccination clear free,0.8961334682239738
447,447,business want vaccine,0.8955137875675416
448,448,add covid passport,0.8954494957922847
449,449,passport people right,0.8953356452915417
450,450,vaccine passport important,0.8953228458946713
451,451,covid passport requirement,0.8946452129872344
452,452,vaccine pass absurd,0.8944271909999159
453,453,jabs idea vaccine,0.8944271909999159
454,454,new case jabs,0.8944271909999159
455,455,case jabs idea,0.8944271909999159
456,456,idea vaccine pass,0.8944271909999159
457,457,proof covid vaccination,0.893796397219103
458,458,people vaccinate covid,0.8906341247436701
459,459,vaccine pass use,0.8888909314459954
460,460,health pass application,0.8878318883518023
461,461,vaccine passport leave,0.887208480992135
462,462,passport enter excellent,0.8869177093883732
463,463,market require vaccine,0.8869177093883732
464,464,enter excellent destroy,0.8869177093883732
465,465,excellent destroy support,0.8869177093883732
466,466,vaccine passport football,0.8867442168294715
467,467,passport football match,0.8867442168294715
468,468,covid pass require,0.8850221183342548
469,469,vaccine passport mark,0.8814068250111681
470,470,vaccine passport situation,0.8795305955821144
471,471,strongly suggest restaurant,0.8792087170397929
472,472,restaurant cafe business,0.8792087170397929
473,473,google software engineer,0.8792087170397929
474,474,software engineer strongly,0.8792087170397929
475,475,enforce country vaccine,0.8792087170397929
476,476,cafe business enforce,0.8792087170397929
477,477,suggest restaurant cafe,0.8792087170397929
478,478,evidence google software,0.8792087170397929
479,479,business enforce country,0.8792087170397929
480,480,engineer strongly suggest,0.8792087170397929
481,481,mandatory vaccine pass,0.8776362703332237
482,482,vaccine passport montreal,0.877020142339253
483,483,delete vaccine passport,0.8769177701426721
484,484,form vaccine passport,0.8756163594105496
485,485,health pass mandatory,0.8752078417391442
486,486,pass mandatory shopping,0.8752078417391442
487,487,mandatory shopping mall,0.8752078417391442
488,488,pass look like,0.8747128750936806
489,489,cinema loss activity,0.8723791042217452
490,490,pass cinema loss,0.8723791042217452
491,491,carry vaccine passport,0.8709848511092159
492,492,pass vaccinate covid,0.8620444190128465
493,493,people think vaccine,0.8614621693440498
494,494,health pass clear,0.8607654883042579
495,495,clear application health,0.8600810373192619
496,496,bet need vaccine,0.8591836448685352
497,497,vaccine passport date,0.8494024161681114
498,498,common sense rule,0.8480277287839527
499,499,epicenter common sense,0.8480277287839527
500,500,epicenter epicenter common,0.8480277287839527
501,501,city require vaccine,0.8469783591212656
502,502,flying require vaccine,0.8469783591212656
503,503,left voter racist,0.8461384759540673
504,504,uk digital covid,0.8456707350164543
505,505,visit son delay,0.8456707350164543
506,506,look like trip,0.8456707350164543
507,507,trip visit son,0.8456707350164543
508,508,like trip visit,0.8456707350164543
509,509,digital covid passport,0.8456707350164543
510,510,covid passport look,0.8456707350164543
511,511,officer health look,0.84159037322326
512,512,health look regional,0.84159037322326
513,513,medical officer health,0.84159037322326
514,514,look regional vaccine,0.84159037322326
515,515,digital health pass,0.8406406677189997
516,516,pass mobile application,0.8404873084652061
517,517,health pass mobile,0.8404873084652061
518,518,allow vaccine passport,0.8386714217018563
519,519,care vaccine passport,0.8325319816970235
520,520,covid vaccine mandate,0.8303954595103729
521,521,vaccine passport answer,0.8269580554473448
522,522,vaccine passport event,0.8257461644032831
523,523,vaccinated person covid,0.8236891641763799
524,524,card start vaccine,0.8236159440621168
525,525,passport mandate ignore,0.8226319244795278
526,526,world vaccine passport,0.8208754366655515
527,527,vaccination status visitor,0.8193232999960229
528,528,visitor vaccine passport,0.8193232999960229
529,529,check vaccination status,0.8193232999960229
530,530,festival check vaccination,0.8193232999960229
531,531,status visitor vaccine,0.8193232999960229
532,532,deblasio vaccine passport,0.8179429551128712
533,533,vaccine passport interstate,0.8164965809277259
534,534,blast report vaccine,0.8164965809277259
535,535,biden blast report,0.8164965809277259
536,536,passport interstate travel,0.8164965809277259
537,537,report vaccine passport,0.8164965809277259
538,538,outrageous biden blast,0.8164965809277259
539,539,curve vaccine passport,0.8164672606989181
540,540,vaccine passport vote,0.8154934608589187
541,541,vaccine passport jab,0.8143614390547269
542,542,vaccine passport reason,0.8116661200348496
543,543,require health pass,0.8109104435590124
544,544,vaccine passport hack,0.8107029256312193
545,545,covid pass okay,0.8107029256312193
546,546,people need vaccine,0.8080588673212459
547,547,vaccine passport gullible,0.8079222679548275
548,548,vaccine passport okay,0.8059054381205292
549,549,covid pass negative,0.8056573203127555
550,550,recover covid pass,0.8051033136595838
551,551,passport start refuge,0.8049742503020704
552,552,resist vaccine passport,0.8049742503020704
553,553,little vaccine passport,0.8035545659672894
554,554,refuse enforce rule,0.8018378067568525
555,555,health pass cost,0.8018378067568525
556,556,refuse enforce vaccinepassport,0.8018378067568525
557,557,risk infect vaccinated,0.8011364806530061
558,558,likely risk infect,0.8011364806530061
559,559,vaccinated people spread,0.8011364806530061
560,560,vaccine pass test,0.7984153131112333
561,561,columnist explain save,0.7962975103075124
562,562,explain save digital,0.7962975103075124
563,563,restaurant club columnist,0.7962975103075124
564,564,club columnist explain,0.7962975103075124
565,565,passport enter thank,0.794892799059272
566,566,sure ask vaccine,0.794892799059272
567,567,sort like vaccine,0.794892799059272
568,568,passport need moneycontrol,0.794892799059272
569,569,wear face mask,0.7936408437255005
570,570,vaccine need vaccine,0.7932202173183094
571,571,mandate covid vaccine,0.7924567784528266
572,572,want covid passport,0.7911971971110734
573,573,current vaccine passport,0.7908529522491289
574,574,wear mask vaccinate,0.7897608856606606
575,575,negative test result,0.7885204100922741
576,576,turn bad business,0.7874027977485103
577,577,passport turn bad,0.7874027977485103
578,578,bad business lockdown,0.7874027977485103
579,579,head regional vaccine,0.7874027977485103
580,580,pass protester eu,0.7868073244413729
581,581,pass protester opinion,0.7868073244413729
582,582,covid passport people,0.7845149865526586
583,583,pass negative test,0.7828647376512705
584,584,lockdown vaccine passport,0.7824062178244091
585,585,vaccine passport proof,0.7822789088498394
586,586,mayor vaccine passport,0.782190904239696
587,587,vaccine passport freedom,0.7819267295930445
588,588,variant vaccine passport,0.7814646908555151
589,589,vaccine passport resident,0.7808419205922884
590,590,passport enter building,0.7785894105518687
591,591,prime vaccine passport,0.7771363971201185
592,592,worry vaccine passport,0.7769188537274432
593,593,good luck exist,0.7759444504552173
594,594,luck exist vaccine,0.7759444504552173
595,595,vaccine card vaccine,0.7732138407803733
596,596,fight vaccine passport,0.7716871763304789
597,597,passport protest want,0.7714857903097833
598,598,covid passport space,0.7714857903097833
599,599,spread vaccine passport,0.7692774236427027
600,600,passport vaccine passport,0.7687043332172823
601,601,sign amp italy,0.7681274950300072
602,602,passport green pass,0.7681274950300072
603,603,pass sign amp,0.7681274950300072
604,604,italy heart liberty,0.7681274950300072
605,605,amp italy heart,0.7681274950300072
606,606,citizen walk vaccine,0.7681274950300072
607,607,green pass sign,0.7681274950300072
608,608,vaccine passport green,0.7681274950300072
609,609,vaccine passport completely,0.7661580797030556
610,610,stop vaccine passport,0.7650692294280825
611,611,vaccine passport buy,0.7635775582510933
612,612,vaccine passport refuse,0.7632841120147373
613,613,vaccine passport happy,0.7609783033371607
614,614,proof vaccination status,0.7601862627797953
615,615,mandatory vaccination vaccine,0.7600644045474657
616,616,need vaccine card,0.7591765735553344
617,617,vaccine passport happen,0.7577803400898513
618,618,vaccine passport evolve,0.7577803400898513
619,619,covid task force,0.7559289460184544
620,620,platform traveler covid,0.7559289460184544
621,621,health pass platform,0.7559289460184544
622,622,online health pass,0.7559289460184544
623,623,task force okay,0.7559289460184544
624,624,traveler covid task,0.7559289460184544
625,625,pass platform traveler,0.7559289460184544
626,626,vaccination centre vandalise,0.7536368072404541
627,627,centre vandalise health,0.7536368072404541
628,628,vandalise health pass,0.7536368072404541
629,629,excited use covid,0.7491751725726717
630,630,covid passport restaurant,0.7466013351582955
631,631,change mind vaccine,0.744320793138634
632,632,huge political pressure,0.744320793138634
633,633,vaccine passport anymore,0.7409325439184322
634,634,announcement th need,0.7409325439184322
635,635,need use vaccine,0.7409325439184322
636,636,th need use,0.7409325439184322
637,637,pssst covid amp,0.7387400055713272
638,638,request covid pass,0.7387400055713272
639,639,stay like covid,0.7387400055713272
640,640,actually advocate vaccine,0.7387400055713272
641,641,life vaccine passport,0.7369684685967607
642,642,passport build entry,0.7356825185975167
643,643,vaccine passport build,0.7356825185975167
644,644,entry medical exemption,0.7356825185975167
645,645,build entry medical,0.7356825185975167
646,646,vaccine passport line,0.7307713711297043
647,647,propose vaccine passport,0.7307592115542307
648,648,vaccine passport enjoy,0.7281233751611096
649,649,vaccine passport national,0.726514476311187
650,650,vaccine passport available,0.7254597393002593
651,651,passport expire month,0.7254597393002593
652,652,admit future vaccine,0.7254597393002593
653,653,vaccine passport slide,0.7254597393002593
654,654,tell let vaccine,0.7254597393002593
655,655,better fucking vaccine,0.7254597393002593
656,656,crazy business vaccine,0.7254597393002593
657,657,hope let vaccine,0.7254597393002593
658,658,vaccine passport support,0.7249893070443765
659,659,passport yellow star,0.7193062130271668
660,660,pass feature allow,0.7151666989717897
661,661,game proof covid,0.7151666989717897
662,662,home game proof,0.7151666989717897
663,663,covid vaccination clear,0.7151666989717897
664,664,raiders require attendee,0.7151666989717897
665,665,attendee home game,0.7151666989717897
666,666,require attendee home,0.7151666989717897
667,667,feature allow fan,0.7151666989717897
668,668,vaccine health pass,0.7142648202410553
669,669,require vaccination freely,0.7138502963504256
670,670,mayor begin require,0.7138502963504256
671,671,begin require vaccination,0.7138502963504256
672,672,racist dem mayor,0.7138502963504256
673,673,longer racist dem,0.7138502963504256
674,674,dem mayor begin,0.7138502963504256
675,675,sure vaccine passport,0.7123349625241802
676,676,mandate vaccine pass,0.7122940864541211
677,677,vaccine passport double,0.7107075988023794
678,678,gov desantis vaccine,0.7106594061724075
679,679,cruise line tell,0.7106594061724075
680,680,line tell fl,0.7106594061724075
