,0
difference vaccine passport,2.1087044744213825
look vaccine passport,2.101721379643978
pass nhs application,2.097307804153932
covid pass nhs,2.097307804153932
lateral flow test,2.0865227047446764
welcome vaccine passport,2.080499952396146
government require proof,2.0734775739105227
long term solution,2.0617057773971785
passport majority want,2.0617057773971785
term solution institute,2.0617057773971785
solution institute vaccine,2.0617057773971785
vaccine passport certificate,2.0415129299088774
application vaccine passport,2.027804111789231
vaccine passport download,2.027043395857227
people vaccine passport,2.018575817874597
negative covid test,2.0144263002799496
hell vaccine passport,2.0
vaccine passport pass,1.9956754617477532
fuck vaccine passport,1.9941500263036718
passport program mandate,1.9904482859076233
program mandate sign,1.9904482859076233
mandate sign petition,1.9904482859076233
want covid passport,1.9890834726959508
work vaccine passport,1.983799218331494
vaccine passport new,1.9459006828488028
issue vaccine passport,1.9453855917074634
medical religious exemption,1.9313106191909348
vaccination vaccine passport,1.9224250375235052
vaccine passport social,1.918105441627222
vaccine passport news,1.9060665314797984
vaccine passport good,1.9057241607731221
vaccine passport happen,1.9001459599172987
vaccine passport digital,1.898091356648067
vaccine passport nightclub,1.8819993838012825
remember vaccine passport,1.874931337280453
demand vaccine passport,1.874771844094936
vaccine passport ready,1.860854933013223
vaccine passport immunization,1.8557187454278516
need vaccine pass,1.8249023266106712
vaccine passport hack,1.8097115492697982
believe vaccine passport,1.8066551661205832
vaccine passport nonsense,1.8065178230655274
vaccine passport look,1.8054540356057323
vaccine passport surely,1.8037129826965812
ve vaccine passport,1.7912707887879278
vaccine passport effect,1.7792857654836514
vaccine passport link,1.7686220135299948
way vaccine passport,1.766382076758057
vaccine passport ve,1.7541911130752779
vaccine passport sign,1.7476835540975382
passport outside hospital,1.7371004625937105
good vaccine passport,1.7366788305265113
opposition party outrage,1.7346643695556978
party outrage vaccine,1.7346643695556978
outrage vaccine passport,1.7346643695556978
vaccine passport fine,1.7321839101148993
police complaint file,1.7240659105646232
vaccine passport cause,1.7166219948306753
vaccine passport bullshit,1.7089015834744425
download vaccine passport,1.7084627367553649
step vaccine passport,1.7072026566325507
vaccine passport expire,1.6889307233851478
mask covid pass,1.6776352381901845
pass large test,1.6776352381901845
face mask covid,1.6776352381901845
covid pass large,1.6776352381901845
apply vaccine passport,1.670406778989669
lockdown vaccine passport,1.663023733530983
nhs application covid,1.6607363211107478
vaccine passport control,1.6595147509478831
passport immunization record,1.6586483726419736
vaccine mandate vaccine,1.6516495665474593
vaccine passport stay,1.645085380815956
vaccine passport protest,1.6384619625774415
religious exemption vaccine,1.6340937118658523
vaccine passport lockdown,1.6325639771122216
forward vaccine passport,1.5983559486016639
vaccine passport bad,1.5792588629480642
leader vaccine passport,1.5750402702832975
pandemic unvaccinated need,1.5720224154798288
convince unvaccinated eligible,1.5720224154798288
unvaccinated need vaccine,1.5720224154798288
unvaccinated eligible vaccinate,1.5720224154798288
virus vaccine passport,1.5699119869202505
instead vaccine passport,1.5592233868605248
mind vaccine passport,1.5591094585537575
point covid pass,1.5583918713732157
vaccine prevent spread,1.5525078423530716
vaccine passport political,1.5510886881884276
covid passport require,1.548843866799817
vaccine passport implement,1.5485323090656038
vaccine passport td,1.5434585260265477
passport td bank,1.5434585260265477
passport vaccinate carry,1.5419997942678196
carry card oppose,1.5419997942678196
card oppose force,1.5419997942678196
force vaccination covid,1.5419997942678196
vaccinate carry card,1.5419997942678196
oppose force vaccination,1.5419997942678196
vaccine passport time,1.5389862026132362
vaccine passport debate,1.5370426574629836
sure vaccine passport,1.535738430564272
defy vaccine passport,1.5341953290503725
wo enforce vaccine,1.5321878433129938
vaccine passport requirement,1.5227119000117575
understand vaccine passport,1.5223539079789863
covid pass game,1.5191131228847075
water vaccine passport,1.5130485875747501
vaccine passport restaurant,1.5130005012419974
status personal information,1.5118578920369088
personal information right,1.5118578920369088
information right choose,1.5118578920369088
vaccine status personal,1.5118578920369088
right choose body,1.5118578920369088
feel patron vaccine,1.5118578920369088
patron vaccine status,1.5118578920369088
test vaccine passport,1.504750239769254
booking announce covid,1.503162876263538
big jump vaccination,1.503162876263538
jump vaccination booking,1.503162876263538
vaccination booking announce,1.503162876263538
vaccine passport week,1.5001981826728052
report assault verbal,1.497937170686748
assault verbal abuse,1.497937170686748
abuse protest vaccine,1.497937170686748
verbal abuse protest,1.497937170686748
vaccine passport crap,1.4892565857284077
vaccine passport sense,1.4882736559422343
vaccine passport likely,1.487534135501827
qr code allegedly,1.4875194927999487
code allegedly hack,1.4875194927999487
passport come soon,1.487201107720112
vaccine passport proof,1.486858895096372
proof vaccine passport,1.483919023258298
benefit covid passport,1.4816409637271764
new world order,1.4811429823415252
plan face resistance,1.481110579795513
passport plan face,1.481110579795513
face resistance act,1.481110579795513
wait vaccine passport,1.4702592480309034
wonder need vaccine,1.4649059970250735
wo nice try,1.462102633825034
vaccine passport available,1.4619976077147148
provide vaccine passport,1.457252317400965
advocate vaccine passport,1.4567191281770016
form vaccine passport,1.4519500122173918
vaccine passport create,1.451512319568037
try covid passport,1.4495130855295373
complaint file politician,1.4488656345269655
vaccine passport probably,1.4412227033175244
passport sign petition,1.4397803670512037
premier vaccine passport,1.4390714563981468
vaccine passport refusal,1.4390714563981468
frustrate premier vaccine,1.4390714563981468
leader frustrate premier,1.4390714563981468
vaccine passport love,1.4388987400223632
vaccine passport sound,1.438586449271742
bad vaccine passport,1.4347358528533107
include vaccine passport,1.4227486024941416
vaccine passport announce,1.422317052739611
vaccine passport serve,1.4203888739105954
year qr code,1.419475196323449
passport life report,1.419475196323449
politician covid vaccine,1.4161910661298398
nice try vaccine,1.4112331089243553
vaccine passport card,1.4079849719432838
idea vaccine passport,1.405007134442939
vaccinate need vaccine,1.403609724921977
vaccine passport ass,1.3965841677330735
vaccine passport exactly,1.3929574954351864
legitimate vaccine passport,1.3836205970571644
desantis confirm start,1.3835684011989535
business school government,1.3835684011989535
gov desantis confirm,1.3835684011989535
school government require,1.3835684011989535
require proof covid,1.3835684011989535
sign ban vaccine,1.3835684011989535
fine business school,1.3835684011989535
passport true people,1.3835684011989535
desantis sign ban,1.3835684011989535
vaccination desantis sign,1.3835684011989535
covid vaccination desantis,1.3835684011989535
issue fine business,1.3835684011989535
proof covid vaccination,1.3835684011989535
vaccine passport true,1.3835684011989535
start issue fine,1.3835684011989535
true people leader,1.3835684011989535
confirm start issue,1.3835684011989535
vaccine passport job,1.377148283567358
mean double jabbed,1.3742990274292004
vaccine passport folk,1.3731419914490908
social contract zerohedge,1.3714592891043342
vaccine passport entry,1.3631618270782866
spread vaccine passport,1.3623228557802025
care vaccine passport,1.3570019489507772
vaccine passport big,1.3534635114438645
vaccine passport guess,1.3528238714292686
overload long term,1.3485143518564267
covid pass parent,1.3485143518564267
kid covid pass,1.3485143518564267
long term psychological,1.3485143518564267
game murder school,1.3485143518564267
murder school hall,1.3485143518564267
pass parent grandparent,1.3485143518564267
parent grandparent hospital,1.3485143518564267
school hall kid,1.3485143518564267
term psychological damage,1.3485143518564267
grandparent hospital overload,1.3485143518564267
psychological damage kid,1.3485143518564267
hall kid covid,1.3485143518564267
damage kid kill,1.3485143518564267
hospital overload long,1.3485143518564267
passport false reassurance,1.3416407864998738
infection sturgeon covid,1.3416407864998738
sturgeon covid passport,1.3416407864998738
stop infection sturgeon,1.3416407864998738
covid passport false,1.3416407864998738
yes covid pass,1.3385439196596713
vaccine passport province,1.3359759415820858
vaccine passport yes,1.3359070404353057
introduction vaccine passport,1.3346611803592003
industry welcome vaccine,1.3325895000789034
vaccine passport buy,1.33000200724631
vaccine passport support,1.326854140892889
restaurant vaccine passport,1.3232266529626575
passport sound like,1.3229016489188778
vaccine passport employee,1.32149243798632
clear health pass,1.3212497873696407
vaccine passport gym,1.3200261311915715
receive covid passport,1.3168708402750955
covid passport stop,1.3141705242422925
business wo enforce,1.3123299349544788
end freedom amp,1.3014770667476143
vaccine passport sept,1.2927221047124604
shove vaccine passport,1.2913528091907338
happen vaccine passport,1.289432138687482
covid passport thing,1.2873397378384475
vaccine pass port,1.2846332778412424
vaccine passport fully,1.2819776402512597
passport fully vaccinate,1.2819776402512597
vaccine passport achieve,1.27872402254182
vaccine passport shove,1.2747405424692464
passport shove ass,1.2747405424692464
kind vaccine passport,1.2718895441541829
vaccine passport order,1.2717892808821394
business require vaccine,1.2704855111744977
vaccine passport agree,1.2702757602329742
provincial vaccine passport,1.2697324687057017
read vaccine passport,1.268727922890191
wo vaccine passport,1.2681416933380945
vaccine passport test,1.2639409742599943
push covid passport,1.2614865783612128
covid pass application,1.2600244650146648
vaccine passport booster,1.2586642216453088
need travel abroad,1.2576068204198119
come passport region,1.2545510963603481
passport come passport,1.2545510963603481
vaccine passport school,1.251027971036605
shambolic vaccine passport,1.2467566240089805
snp flawed vaccine,1.2465756390405436
flawed vaccine passport,1.2465756390405436
plan blast msp,1.2465756390405436
passport plan blast,1.2465756390405436
application covid pass,1.2434341993062588
explain vaccine passport,1.2416025636505137
vote vaccine passport,1.2402505763439668
vaccine passport force,1.2356395192892946
tell vaccine passport,1.233297110752944
reason health pass,1.2315128021185646
enjoy vaccine passport,1.2315128021185646
passport convenient card,1.2300395613675106
davy vaccine passport,1.224744871391589
shoot hip mla,1.224744871391589
hip mla davy,1.224744871391589
continue shoot hip,1.224744871391589
government continue shoot,1.224744871391589
mla davy vaccine,1.224744871391589
arm come vaccine,1.2166088343687846
vaccine passport loom,1.2166088343687846
wonder vaccine passport,1.216577760033462
vaccine passport global,1.211990582750037
vaccine passport protester,1.2116326065501324
think need vaccine,1.2108764420003322
vaccine passport thank,1.208775735901025
word vaccine passport,1.2081902134253018
non essential business,1.2048244715462308
vaccine passport bar,1.199652018298136
vaccine passport shit,1.1986253047043323
people food water,1.1978470436114346
food water vaccine,1.1978470436114346
store deny people,1.1978470436114346
beast store deny,1.1978470436114346
deny people food,1.1978470436114346
sense vaccine passport,1.1963387648269241
vaccine passport day,1.1962631424593617
prepare launch vaccine,1.1952250624629321
owner prepare launch,1.1952250624629321
domestic vaccine passport,1.1943554733480615
medical officer health,1.192644348000205
require covid passport,1.1923493722256433
health pass protest,1.19087688353805
mandate protest ny,1.1782315930901786
ny union leader,1.1782315930901786
vax mandate protest,1.1782315930901786
coverage massive crowd,1.1782315930901786
passport mandate court,1.1782315930901786
crowd vax mandate,1.1782315930901786
union leader vaccine,1.1782315930901786
protest ny union,1.1782315930901786
exclusive coverage massive,1.1782315930901786
massive crowd vax,1.1782315930901786
passport nice try,1.1779964221101817
yep vaccine passport,1.1770115220483528
watch people dine,1.1757864649980394
dine outside cafe,1.1757864649980394
outside cafe protest,1.1757864649980394
people dine outside,1.1757864649980394
need know vaccine,1.1753195811028754
implement version vaccine,1.1728942042181028
vaccine passport personality,1.1728942042181028
quietly implement version,1.1728942042181028
passport personality attack,1.1728942042181028
video covid passport,1.1716010458502184
vaccine passport chance,1.1711183502737024
passport abpoli ableg,1.1685650907448677
vaccine passport abpoli,1.1685650907448677
vaccine passport encourage,1.1662887480314805
covid passport booster,1.1650123710372753
kid kill love,1.1647518344348857
vaccine passport ban,1.1628833026360117
biden announce need,1.162364704966059
announce need vaccine,1.162364704966059
compare vaccine passport,1.1618493418849054
vaccine passport fuck,1.1585484134080442
passport scheme amid,1.1570751740408554
claim riddled hole,1.1570751740408554
amid claim riddled,1.1570751740408554
scheme amid claim,1.1570751740408554
reject mandatory health,1.1547005383792515
mandatory health pass,1.1547005383792515
protest reject mandatory,1.1547005383792515
negative lateral flow,1.1540537905970183
force vaccine passport,1.1514392630378258
vaccine passport sun,1.1500040465935732
vaccine passport cdnpoli,1.1496846409802903
ontario announce vaccine,1.1492908043930399
produce vaccine passport,1.148531428815939
vaccine passport fascism,1.1468439874818865
mask mandate vaccine,1.1452383451375125
month dose booster,1.1422496123891372
expire month dose,1.1422496123891372
booster shot mandate,1.1422496123891372
passport expire month,1.1422496123891372
shot mandate official,1.1422496123891372
dose booster shot,1.1422496123891372
vaccine passport totally,1.1408464247795622
vaccine passport easy,1.140646243734675
ontario business health,1.136777379471739
false sense security,1.1366027039831585
thing vaccine passport,1.1352702420472864
file politician covid,1.1307308606249886
passport nightclub covid,1.130322905267715
negative test result,1.1283720394725272
covid amp pass,1.1278957044512028
passport covid case,1.123550649627549
consider implement vaccine,1.123550649627549
case rise province,1.123550649627549
government consider implement,1.123550649627549
rise province source,1.123550649627549
covid case rise,1.123550649627549
vaccine passport mask,1.121673293497914
vaccine passport kind,1.119687003035346
propose vaccine passport,1.1146891635928375
term vaccine passport,1.113950316231108
covid passport application,1.112886579017867
conversation underway vaccine,1.106365106623618
try vaccine passport,1.1038171152874876
vaccine passport announcement,1.1027082173487126
vaccinate covid passport,1.1022582233122957
vaccine passport prevent,1.101661838258939
people support vaccine,1.0999097046316708
grow concern human,1.0994124750631082
concern human right,1.0994124750631082
passport plan lack,1.0994124750631082
human right advocate,1.0994124750631082
right advocate vaccine,1.0994124750631082
plan lack exemption,1.0994124750631082
exactly vaccine passport,1.0976139599695687
health pass shopping,1.095768025492238
vaccine passport lose,1.095560546364649
interested vaccine passport,1.0951580478600969
vaccine passport difference,1.0915133870297673
type vaccine passport,1.0911132193271027
vaccine passport attend,1.0909306754535772
vaccine passport answer,1.0867080287527469
vaccine passport country,1.0848411531050899
vaccine passport currently,1.0756750691432355
vaccine passport bring,1.0754740691841176
yes vaccine passport,1.0741832587027114
vaccine passport start,1.0697880766658208
vaccinate wear mask,1.0693507814253553
vaccine passport actually,1.0689424371057044
fascism vaccine passport,1.0664953517225086
covid pass need,1.0658384794415365
covid pass proof,1.064145869077723
pledge challenge province,1.0638459483957305
business pledge challenge,1.0638459483957305
challenge province vaccine,1.0638459483957305
vaccine passport useless,1.0584726496728154
passport health passport,1.05185633825494
vaccine passport minority,1.051191652018194
vaccine passport anti,1.047055896801967
vaccine anti vaccine,1.0454917759973061
vaccine passport soon,1.045294459902519
fully vaccinate vaccine,1.0442043083359132
hey vaccine passport,1.0425693791371657
vaccine passport formal,1.0419495783147705
formal reward vaccination,1.0419495783147705
passport formal reward,1.0419495783147705
vaccine passport necessary,1.040969736616791
mandatory vaccine passport,1.040886233708555
vaccine passport trial,1.0384946676163391
vaccine passport simply,1.0384050249386658
vaccine passport bcpoli,1.036447958019937
vaccine passport game,1.036294193761995
roll vaccine passport,1.034948523980944
vaccine passport provincial,1.0318373574260955
temporary vaccine passport,1.030983587084859
ve double jabbed,1.0308856108226299
want split society,1.0305509501608168
vaccine passport fucking,1.0280213062061971
government mandate vaccine,1.0266250484668733
professional vaccine passport,1.02396154281334
negative test covid,1.0225044667372734
health pass learn,1.0196577420355712
vaccine passport nice,1.018886662169486
business vaccine passport,1.0162794648621865
lockdown humanity expose,1.0157778114488627
scheme lockdown humanity,1.0157778114488627
positive pcr test,1.0149742184418082
covid pass people,1.0144508984903498
pass compulsory school,1.0109939285528018
covid pass compulsory,1.0109939285528018
business ask vaccine,1.0085398203775586
good business vow,1.008316361124111
scared vaccine passport,1.0081155177463552
disagree vaccine passport,1.0048768311338279
measure forceful push,1.0
bof laugh loud,1.0
public health pass,1.0
vaccine passport sight,1.0
foremost political debate,1.0
raise vaccine passport,1.0
measure vaccine pass,1.0
know protectthekid securiseznosecole,1.0
organize vaccine passport,1.0
end vaccinate vaccinate,1.0
vaccine passport fake,1.0
covid passport ready,1.0
forexlive forex fx,1.0
objective vaccine passport,1.0
bony vaccine passport,1.0
gain sanitary pass,1.0
programme vaccine passport,1.0
conservative vaccine passport,1.0
good time vaccinessavelive,1.0
mayor passport lockdown,1.0
lft vaccine passport,1.0
hope pay attention,1.0
stick rest life,1.0
unconstitutionality passport restriction,1.0
happy ve introduce,1.0
passport lockdown covid,1.0
vaccine passport ostracize,1.0
crying vaccine passport,1.0
vaccine passport pedal,1.0
lie sack shit,1.0
think vaccine pass,1.0
burn vaccine passport,1.0
vaccine passport poll,1.0
covid pass feature,1.0
vaccine passport quebec,1.0
forget nhs covid,1.0
long pass sanitaire,1.0
city key pass,1.0
covid passport explain,1.0
ostracize people shot,1.0
outbreak vaccine passport,1.0
people shot lawyer,1.0
covid case surge,1.0
passport ostracize people,1.0
vaccine passport secure,1.0
compatible covid pass,1.0
read pass sanitaire,1.0
mention covid passport,1.0
indoor setting restriction,1.0
lockdown covid case,1.0
vaccine passport scaremonger,1.0
want covid pass,1.0
vaccine passport table,1.0
covid passport use,1.0
yeah guess like,1.0
self exempt vax,1.0
apparently come card,1.0
evidence vaccine passport,0.9973450913813733
world vaccine passport,0.9971312760486806
develop vaccine passport,0.9970033238690909
require covid pass,0.9943707349495732
vaccine passport wrong,0.9935068543018548
vaccine passport vaccinepassport,0.9934193972565155
vaccine passport star,0.9933645339127803
sort vaccine passport,0.9883379297682864
meet gov mayor,0.9864324984978174
catch spread virus,0.9855515184659678
passport mean double,0.9831993067912755
event double jabbed,0.9831993067912755
resist vaccine passport,0.9786972225803562
stop spread vaccine,0.9782264031861647
covid passport refuse,0.9777327927539741
obtain vaccine passport,0.9777223453863154
vaccine passport oh,0.9736828156013639
passport covid vaccine,0.9726372853625173
vaccine passport convenient,0.97234279437833
come enforce vaccine,0.9715862151331617
vaccine passport despite,0.9670425397721122
regard vaccine passport,0.9668989194372415
defy province amp,0.9657417114293144
province amp vaccine,0.9657417114293144
mean vaccine passport,0.9653520137305689
jabbed covid passport,0.9633188174071091
honestly vaccine passport,0.9628546988093436
vaccine passport consider,0.9628480331749197
privacy vaccine passport,0.9626535574586368
albertans want vaccine,0.9626365004135901
react vaccine passport,0.9609108303191385
ask proof vaccination,0.9607677369281009
place vaccine passport,0.9588384590656835
company build application,0.9568614830643105
ontario company build,0.9568614830643105
passport ontario company,0.9568614830643105
like covid passport,0.9550236879940198
good covid pass,0.9500845162133997
receive vaccine passport,0.9500845162133997
passport plan rush,0.949846070236922
plan rush real,0.949846070236922
vaccine passport fund,0.9495755964321293
passport look like,0.9487633295598772
vaccine passport ableg,0.948423637788133
passport job vote,0.94823330924574
vaccine passport unvaccinated,0.9476384454451009
passport lose vote,0.9471002664900503
passport think right,0.9455682122885535
away vaccine passport,0.9453814064810097
vaccine passport negative,0.9450673423848314
city consider vaccine,0.944508915915723
protest pass sanitaire,0.9440183299238791
vaccine covid pass,0.9435205675222749
place require proof,0.9408530069123372
way need vaccine,0.9392248792639042
fully vaccinate covid,0.9359688935347336
leader code vaccine,0.9332006827251375
break leader code,0.9332006827251375
passport vaccine prevent,0.9305132829819005
idea covid passport,0.9285548846212625
issue covid pass,0.9276101828752761
finally vaccine passport,0.9241012659532635
control vaccine passport,0.9234708026740244
check vaccine passport,0.923336030574092
art vaccine passport,0.9194924613332232
vaccine passport ab,0.9183958054746377
vaccine passport applicable,0.9179227704642889
vaccine passport mandatory,0.9171015253827834
covid passport qr,0.9161737595693598
fb group business,0.9152727408515797
group business health,0.9152727408515797
vaccine passport lead,0.9134174378348145
disgusting health pass,0.91204531799624
vaccine passport risk,0.9114022889634048
vaccine passport introduce,0.908132882010122
discrimination business wo,0.9076114261547112
claim discrimination business,0.9076114261547112
pass vaccine passport,0.9053024411564112
vaccine passport racist,0.9050245407057481
snp vaccine passport,0.9045804458041393
useless vaccine passport,0.9028328220066397
school return warn,0.9013776818334223
significant surge case,0.9013776818334223
case school return,0.9013776818334223
surge case school,0.9013776818334223
suggest vaccine passport,0.9010299967420834
compulsory health pass,0.900791158402358
suspend compulsory health,0.900791158402358
versailles court suspend,0.900791158402358
court suspend compulsory,0.900791158402358
equivalent vaccine passport,0.9005634506662781
vaccine mandatory vaccine,0.8974269547211788
hope vaccine passport,0.8972108792396706
th th th,0.89473003682823
country cybersecurity expert,0.8930314312814402
model country cybersecurity,0.8930314312814402
vaccine passport immunity,0.890051639712617
vaccine passport apartheid,0.8894463234808476
passport wo let,0.8879868429254103
mandate need use,0.8878820715964594
increasingly overwhelmed longer,0.8878820715964594
timely manner vaccine,0.8878820715964594
need use tech,0.8878820715964594
variant public health,0.8878820715964594
longer contact trace,0.8878820715964594
delta variant public,0.8878820715964594
health unit increasingly,0.8878820715964594
unit increasingly overwhelmed,0.8878820715964594
overwhelmed longer contact,0.8878820715964594
use tech help,0.8878820715964594
manner vaccine passport,0.8878820715964594
passport mandate need,0.8878820715964594
public health unit,0.8878820715964594
trace timely manner,0.8878820715964594
contact trace timely,0.8878820715964594
status vaccine passport,0.8867989371696277
vaccination status vaccine,0.8867989371696277
passport people apartheid,0.8851199663254756
cosatu introduction vaccine,0.8851199663254756
place require vaccine,0.8843230661840895
non essential service,0.8830508125573375
